plateifu,stellar_pa,halpha_pa,pa_offset,stel_qual,stel_feature,halpha_qual,halpha_feature,halpha_notes
9508-3704,166,165.5,0.5,2,0,2,0,0
9508-6101,1.5,353,8.5,2,0,2,0,0
9508-6103,285.5,290.5,5,2,0,2,0,0
9508-6104,357.5,352,5.5,2,0,2,0,0
9508-9102,318.5,321,2.5,2,0,2,0,0
9509-12703,290.5,289.5,1,2,0,2,0,0
9509-1901,345,352.5,7.5,2,0,2,0,0
9509-6103,355.5,359,3.5,2,0,2,0,0
9509-6104,84,79.5,4.5,2,0,2,0,0
9509-9102,286.5,284.5,2,2,0,2,0,0
9510-12701,228.5,225.5,3,2,0,2,0,0
9510-12703,14.5,13,1.5,2,0,2,0,0
9510-3702,218.5,218.5,0,2,0,2,0,0
9510-6102,245,243.5,1.5,2,0,2,0,0
9510-9101,10,10,0,2,0,2,0,0
9510-9102,254,254,0,2,0,2,0,0
9511-12701,303.5,301.5,2,2,0,2,0,0
9511-12702,203,205,2,2,0,2,0,0
9511-12703,345.5,345.5,0,2,0,2,0,0
9511-12704,135.5,133,2.5,2,0,2,0,0
9511-1901,87.5,90,2.5,2,0,2,0,0
9511-3701,299,305,6,2,0,2,0,0
9511-3704,211.5,139,72.5,2,0,2,0,0
9511-6103,230.5,236,5.5,2,0,2,0,0
9511-9101,81,82.5,1.5,2,0,2,0,0
9512-12701,358,359,1,2,0,2,0,0
9512-1902,184.5,185.5,1,2,0,2,0,0
9512-3702,127,137,10,2,0,2,0,0
9512-3704,329,332.5,3.5,2,0,2,0,0
9512-6102,176,164,12,2,0,2,0,0
9512-6103,290.5,289.5,1,2,0,2,0,0
9512-9101,85,85,0,2,0,2,0,0
9513-12702,91,91,0,2,0,2,0,0
9513-12704,69,60,9,2,0,2,0,0
9513-1901,210.5,23,172.5,2,0,2,0,0
9513-1902,45,18,27,2,0,2,0,0
9513-3702,190,121.5,68.5,2,0,2,0,0
9513-3703,295,295.5,0.5,2,0,2,0,0
9513-6101,79.5,70.5,9,2,0,2,0,0
9513-6102,86.5,73.5,13,2,0,2,0,0
9513-6103,314.5,199.5,115,2,0,2,0,0
9513-6104,60,250.5,169.5,2,0,2,0,0
9513-9101,114,98,16,2,0,2,0,0
9513-9102,7.5,6,1.5,2,0,2,0,0
9514-12701,187.5,183,4.5,2,0,2,0,0
9514-12703,145.5,150,4.5,2,0,2,0,0
9514-12704,288,282.5,5.5,2,0,2,0,0
9514-3702,255.5,254.5,1,2,0,2,0,0
9514-3704,213.5,203.5,10,2,0,2,0,0
9514-9101,169,173.5,4.5,2,0,2,0,0
9862-9101,53,70.5,17.5,2,0,2,0,0
9863-6101,171,173.5,2.5,2,0,2,0,0
9863-9101,111.5,117,5.5,2,0,2,0,0
9863-9102,213.5,222.5,9,2,0,2,0,0
9864-12704,183,189,6,2,0,2,0,0
9864-12705,348,340,8,2,0,2,0,0
9864-3703,40,53.5,13.5,2,0,2,0,0
9864-3704,31.5,29,2.5,2,0,2,0,0
9865-12701,293,288.5,4.5,2,0,2,0,0
9865-12702,195.5,201.5,6,2,0,2,0,0
9865-12704,50,50.5,0.5,2,0,2,0,0
9865-1901,13,175.5,162.5,2,0,2,0,0
9865-3701,6,21.5,15.5,2,0,2,0,0
9865-3702,39,19.5,19.5,2,0,2,0,0
9865-3703,202.5,214,11.5,2,0,2,0,0
9865-3704,356.5,166,169.5,2,0,2,0,0
9865-6101,283,293,10,2,0,2,0,0
9865-9102,342.5,340,2.5,2,0,2,0,0
9866-12701,1,359.5,1.5,2,0,2,0,0
9866-12702,311,311,0,2,0,2,0,0
9866-12703,228.5,232,3.5,2,0,2,0,0
9866-1902,346.5,288.5,58,2,0,2,0,0
9866-3701,31.5,197.5,166,2,0,2,0,0
9866-3703,73.5,345,88.5,2,0,2,0,0
9866-6102,179,181.5,2.5,2,0,2,0,0
9866-6103,148.5,130,18.5,2,0,2,0,0
9866-6104,267,271,4,2,0,2,0,0
9866-9102,288.5,292.5,4,2,0,2,0,0
9867-12702,190.5,187.5,3,2,0,2,0,0
9867-12704,264.5,262,2.5,2,0,2,0,0
9867-3701,4,197,167,2,0,2,0,0
9867-3703,52,60,8,2,0,2,0,0
9867-3704,136.5,134,2.5,2,0,2,0,0
9867-6101,209,203.5,5.5,2,0,2,0,0
9867-6102,101.5,91,10.5,2,0,2,0,0
9867-6104,10.5,12.5,2,2,0,2,0,0
9867-9101,260,263.5,3.5,2,0,2,0,0
9867-9102,341.5,337,4.5,2,0,2,0,0
9868-12705,215.5,219,3.5,2,0,2,0,0
9868-1902,174.5,174.5,0,2,0,2,0,0
9868-3701,80.5,74.5,6,2,0,2,0,0
9868-3702,222,243.5,21.5,2,0,2,0,0
9868-6101,249,252.5,3.5,2,0,2,0,0
9868-6102,333,332.5,0.5,2,0,2,0,0
9868-9102,184.5,184.5,0,2,0,2,0,0
9869-12702,287.5,285.5,2,2,0,2,0,0
9869-12703,178,177.5,0.5,2,0,2,0,0
9869-6101,256.5,258,1.5,2,0,2,0,0
9869-6103,141,146.5,5.5,2,0,2,0,0
9869-9101,76,82,6,2,0,2,0,0
9869-9102,211,216,5,2,0,2,0,0
9870-12703,86.5,86,0.5,2,0,2,0,0
9870-12704,280.5,285,4.5,2,0,2,0,0
9870-12705,60.5,42.5,18,2,0,2,0,0
9870-3702,318.5,316,2.5,2,0,2,0,0
9870-6102,123,121.5,1.5,2,0,2,0,0
9870-6103,3.5,8,4.5,2,0,2,0,0
9870-6104,330,347.5,17.5,2,0,2,0,0
9870-9101,303,304.5,1.5,2,0,2,0,0
9871-12702,325.5,328.5,3,2,0,2,0,0
9871-12705,312.5,308.5,4,2,0,2,0,0
9871-1901,148.5,147.5,1,2,0,2,0,0
9871-3701,146,152.5,6.5,2,0,2,0,0
9871-3702,146.5,146.5,0,2,0,2,0,0
9871-3703,75,82.5,7.5,2,0,2,0,0
9871-6101,114,114.5,0.5,2,0,2,0,0
9871-6102,65.5,208,142.5,2,0,2,0,0
9871-6103,261.5,264,2.5,2,0,2,0,0
9871-6104,305.5,35,89.5,2,0,2,0,0
9871-9101,237,262.5,25.5,2,0,2,0,0
9872-12701,229.5,234.5,5,2,0,2,0,0
9872-12705,114.5,116,1.5,2,0,2,0,0
9872-1901,240,235.5,4.5,2,0,2,0,0
9872-1902,150,148,2,2,0,2,0,0
9872-3704,51.5,55.5,4,2,0,2,0,0
9872-6101,222,218,4,2,0,2,0,0
9872-6102,218.5,202.5,16,2,0,2,0,0
9872-6104,129.5,141.5,12,2,0,2,0,0
9872-9101,193,192,1,2,0,2,0,0
9872-9102,64.5,66,1.5,2,0,2,0,0
9875-12704,0.5,347,13.5,2,0,2,0,0
9875-6101,21.5,10.5,11,2,0,2,0,0
9876-3702,162,135,27,2,0,2,0,0
9876-3703,158.5,167,8.5,2,0,2,0,0
9876-6101,91,107,16,2,0,2,0,0
9877-6101,85,79.5,5.5,2,0,2,0,0
9878-12701,98,98,0,2,0,2,0,0
9878-12702,80,74.5,5.5,2,0,2,0,0
9878-12703,210.5,220.5,10,2,0,2,0,0
9878-12704,264,257.5,6.5,2,0,2,0,0
9878-12705,101,99.5,1.5,2,0,2,0,0
9878-3702,224,225.5,1.5,2,0,2,0,0
9878-3703,250,252,2,2,0,2,0,0
9878-3704,183,177.5,5.5,2,0,2,0,0
9878-6101,248,247.5,0.5,2,0,2,0,0
9878-6103,91,141.5,50.5,2,0,2,0,0
9878-9101,24,33.5,9.5,2,0,2,0,0
9878-9102,48,43.5,4.5,2,0,2,0,0
9879-12701,137,138,1,2,0,2,0,0
9879-12703,287,286.5,0.5,2,0,2,0,0
9879-3701,310.5,324.5,14,2,0,2,0,0
9879-3703,286.5,282.5,4,2,0,2,0,0
9879-6102,70.5,66.5,4,2,0,2,0,0
9879-9101,8.5,8.5,0,2,0,2,0,0
9881-12701,170,170,0,2,0,2,0,0
9881-12702,107,105,2,2,0,2,0,0
9881-12704,246.5,246.5,0,2,0,2,0,0
9881-12705,228,228,0,2,0,2,0,0
9881-1901,114,114,0,2,0,2,0,0
9881-1902,95.5,24,71.5,2,0,2,0,0
9881-3701,108.5,108,0.5,2,0,2,0,0
9881-3702,117.5,116.5,1,2,0,2,0,0
9881-3703,303.5,124,179.5,2,0,2,0,0
9881-6101,179,175.5,3.5,2,0,2,0,0
9881-6102,14.5,14,0.5,2,0,2,0,0
9881-6103,338,331,7,2,0,2,0,0
9881-6104,233,214.5,18.5,2,0,2,0,0
9882-12701,251,254.5,3.5,2,0,2,0,0
9882-12702,168,166,2,2,0,2,0,0
9882-12703,254.5,254.5,0,2,0,2,0,0
9882-12705,43.5,42,1.5,2,0,2,0,0
9882-3701,46,63,17,2,0,2,0,0
9882-3703,244,251.5,7.5,2,0,2,0,0
9882-3704,186.5,336.5,150,2,0,2,0,0
9882-6101,145,142.5,2.5,2,0,2,0,0
9882-6103,38.5,36,2.5,2,0,2,0,0
9882-6104,182,192,10,2,0,2,0,0
9882-9101,312.5,323,10.5,2,0,2,0,0
9883-12702,124,195,71,2,0,2,0,0
9883-12703,110,109.5,0.5,2,0,2,0,0
9883-12704,202,200.5,1.5,2,0,2,0,0
9883-1902,182.5,196,13.5,2,0,2,0,0
9883-3701,179.5,169.5,10,2,0,2,0,0
9883-3704,226,238,12,2,0,2,0,0
9883-9102,189.5,191.5,2,2,0,2,0,0
9884-12701,244.5,243.5,1,2,0,2,0,0
9884-12702,19,20.5,1.5,2,0,2,0,0
9884-12703,13.5,20.5,7,2,0,2,0,0
9884-12705,275.5,276.5,1,2,0,2,0,0
9884-1901,86.5,86.5,0,2,0,2,0,0
9884-3701,344,110,126,2,0,2,0,0
9884-3704,322.5,331.5,9,2,0,2,0,0
9884-6103,42.5,40,2.5,2,0,2,0,0
9884-6104,35,39,4,2,0,2,0,0
9884-9101,23.5,19,4.5,2,0,2,0,0
9885-12705,232,230.5,1.5,2,0,2,0,0
9885-1901,349,249.5,99.5,2,0,2,0,0
9885-3702,51,50,1,2,0,2,0,0
9885-3703,36.5,35.5,1,2,0,2,0,0
9885-3704,260.5,256,4.5,2,0,2,0,0
9885-6103,235,224,11,2,0,2,0,0
9885-6104,207,205.5,1.5,2,0,2,0,0
9885-9101,21,18,3,2,0,2,0,0
9885-9102,116,87,29,2,0,2,0,0
9886-12701,272.5,269,3.5,2,0,2,0,0
9886-12702,231,256,25,2,0,2,0,0
9886-12703,78,74,4,2,0,2,0,0
9886-12705,144.5,140,4.5,2,0,2,0,0
9886-1901,178.5,175.5,3,2,0,2,0,0
9886-1902,223.5,223.5,0,2,0,2,0,0
9886-3702,217,239,22,2,0,2,0,0
9886-3704,272.5,274,1.5,2,0,2,0,0
9886-6103,242.5,243.5,1,2,0,2,0,0
9886-6104,251.5,243,8.5,2,0,2,0,0
9886-9101,228.5,230.5,2,2,0,2,0,0
9887-12705,230.5,236,5.5,2,0,2,0,0
9887-3701,271,272.5,1.5,2,0,2,0,0
9887-3702,182.5,191,8.5,2,0,2,0,0
9887-3703,197,195,2,2,0,2,0,0
9887-9101,162.5,162,0.5,2,0,2,0,0
9888-12701,85,91,6,2,0,2,0,0
9888-12702,144.5,146.5,2,2,0,2,0,0
9888-12704,17.5,15.5,2,2,0,2,0,0
9888-12705,106,105,1,2,0,2,0,0
9888-1902,338.5,330.5,8,2,0,2,0,0
9888-3701,327.5,328,0.5,2,0,2,0,0
9888-9101,129.5,128.5,1,2,0,2,0,0
9889-12701,190,190,0,2,0,2,0,0
9889-12702,230,234.5,4.5,2,0,2,0,0
9889-12705,128,130,2,2,0,2,0,0
9889-1902,292.5,298.5,6,2,0,2,0,0
9889-3702,64.5,66.5,2,2,0,2,0,0
9889-3704,16.5,12,4.5,2,0,2,0,0
9889-6103,208.5,210.5,2,2,0,2,0,0
9890-12701,58.5,56.5,2,2,0,2,0,0
9890-12702,317.5,318,0.5,2,0,2,0,0
9890-12704,160,163,3,2,0,2,0,0
9890-1902,298.5,297,1.5,2,0,2,0,0
9890-6101,220.5,193,27.5,2,0,2,0,0
9890-6102,250.5,252,1.5,2,0,2,0,0
9890-9101,187.5,187.5,0,2,0,2,0,0
9891-12704,124.5,126.5,2,2,0,2,0,0
9891-1901,44.5,337,67.5,2,0,2,0,0
9891-1902,289,287.5,1.5,2,0,2,0,0
9891-6101,185.5,195,9.5,2,0,2,0,0
9892-12701,139.5,144,4.5,2,0,2,0,0
9892-12703,238.5,241,2.5,2,0,2,0,0
9892-12704,207.5,204.5,3,2,0,2,0,0
9892-12705,332.5,322.5,10,2,0,2,0,0
9892-1902,73,92,19,2,0,2,0,0
9892-3701,357,359,2,2,0,2,0,0
9892-3703,350.5,348,2.5,2,0,2,0,0
9892-6103,22,22.5,0.5,2,0,2,0,0
9892-6104,289.5,287,2.5,2,0,2,0,0
9892-9101,285.5,289,3.5,2,0,2,0,0
9893-12701,245.5,243.5,2,2,0,2,0,0
9893-12702,173,173,0,2,0,2,0,0
9893-12703,204.5,204,0.5,2,0,2,0,0
9893-1901,206,202,4,2,0,2,0,0
9893-3704,288,284,4,2,0,2,0,0
9893-6103,114,125.5,11.5,2,0,2,0,0
9893-6104,220,226.5,6.5,2,0,2,0,0
9893-9102,51.5,50.5,1,2,0,2,0,0
9894-12702,5,1.5,3.5,2,0,2,0,0
9894-12704,345,346,1,2,0,2,0,0
9894-12705,266,263.5,2.5,2,0,2,0,0
9894-1902,82,54.5,27.5,2,0,2,0,0
9894-3701,205,200.5,4.5,2,0,2,0,0
9894-3703,326,329.5,3.5,2,0,2,0,0
9894-6104,294.5,295.5,1,2,0,2,0,0
10218-12703,215,202.5,12.5,1,1,1,1,0
10492-6104,311,296.5,14.5,2,0,0,1,0
10497-9101,87.5,167,79.5,0,0,0,0,0
10503-12705,247.5,342.5,95,0,1,1,0,0
10507-3703,330,198,132,1,1,0,0,1
10510-12704,187.5,189.5,2,2,0,2,2,0
10512-1902,104,259,155,0,1,1,2,0
7958-6104,109.5,124.5,15,0,1,0,0,1
7972-6101,186.5,7,179.5,1,1,1,0,0
7990-12701,123,140,17,0,2,1,3,0
8079-6104,217.5,226.5,9,1,2,1,0,0
8131-12702,134,290,156,0,3,0,3,0
8133-12703,259.5,199.5,60,1,1,0,0,1
8133-12704,263,284.5,21.5,0,3,0,3,0
8143-1902,58.5,56.5,2,1,1,1,1,0
8143-3702,276.5,91,174.5,1,1,1,0,0
8148-12702,173.5,286,112.5,1,1,0,0,0
8150-3701,333,69,96,0,2,0,3,0
8158-6103,105.5,205,99.5,1,1,0,0,1
8241-6101,75.5,122.5,47,0,3,1,3,0
8243-6101,14,311,63,0,1,0,1,2
8244-1901,197,232.5,35.5,0,3,0,3,0
8245-3702,123,36.5,86.5,2,0,1,1,0
8249-1901,257.5,61.5,164,1,1,2,0,0
8253-1901,229.5,171.5,58,2,1,1,1,0
8257-3702,50,87.5,37.5,0,0,0,0,0
8313-6103,101.5,99,2.5,1,1,2,0,0
8323-6103,109.5,313.5,156,2,0,2,0,0
8325-6101,84,149,65,0,3,0,3,0
8335-1901,178.5,55.5,123,1,1,0,0,1
8335-6101,352,189.5,162.5,1,1,1,0,0
8440-6104,166,40,126,0,0,0,1,0
8442-3701,73.5,74,0.5,2,0,2,2,0
8451-6104,291.5,221,70.5,0,1,0,1,0
8454-12705,166,206.5,40.5,1,0,0,2,0
8455-3704,89,132.5,43.5,0,1,2,0,0
8459-6104,56.5,224,167.5,0,1,0,0,0
8461-3701,245,57.5,172.5,1,1,1,0,1
8485-12703,31,47.5,16.5,2,0,1,1,0
8602-12702,283,149.5,133.5,0,0,1,1,0
8603-6101,260.5,251.5,9,0,1,1,0,0
8604-3701,16,148.5,132.5,1,1,0,0,1
8606-3702,252.5,264.5,12,1,1,2,0,0
8612-1901,44.5,50,5.5,1,2,0,0,2
8613-6103,134,216,82,1,0,0,1,0
8615-1902,281.5,102,179.5,1,1,2,0,0
8618-1901,213,49,164,0,1,2,0,0
8711-3702,117,94,23,0,3,0,3,0
8722-3702,4.5,164.5,160,1,0,0,2,0
8726-1901,49.5,159.5,110,1,1,1,0,0
8948-6103,98.5,62.5,36,1,1,2,0,0
8980-3701,200,133,67,1,2,1,2,0
8989-9101,66,65.5,0.5,1,1,2,0,0
8990-3702,240,232.5,7.5,2,0,1,1,0
8997-3702,156,356.5,159.5,1,2,2,0,0
9000-1901,336,223,113,0,3,0,3,0
9002-1902,145.5,78.5,67,0,3,0,3,0
9027-1902,130,297.5,167.5,1,1,2,0,0
9028-1901,227,194,33,1,1,0,0,0
9032-1901,170,130.5,39.5,1,1,2,0,0
9032-1902,132,96.5,35.5,0,1,0,2,0
9037-12704,139.5,228,88.5,1,0,0,0,2
9039-3703,228.5,157,71.5,1,0,0,1,0
9040-3702,293.5,238,55.5,0,1,1,0,1
9043-3703,159.5,310,150.5,1,2,0,2,0
9184-6101,62.5,268.5,154,1,0,0,2,0
9492-1902,130.5,276,145.5,1,1,0,0,1
9497-1901,232,269,37,1,2,1,2,0
9502-12702,245,283,38,0,0,1,1,0
9514-1902,126,325.5,160.5,1,1,2,0,0
9514-3701,271.5,71,159.5,0,1,1,0,0
9868-12704,45.5,197,151.5,1,1,1,0,0
9870-3701,15,220.5,154.5,0,1,0,0,0
9872-3701,208.5,81,127.5,1,1,2,0,0
9875-9101,204,107,97,1,1,0,0,1
9876-12703,299,128.5,170.5,0,2,0,0,1
9893-3703,66,263.5,162.5,2,0,0,0,2
9894-12703,245,246.5,1.5,2,0,1,1,0
10214-3701,282,281,1,1,0,1,0,0
10215-6102,43.5,38.5,5,1,2,1,2,0
10217-9102,105,117.5,12.5,2,0,1,0,0
10218-6103,108.5,116.5,8,1,0,1,2,0
10218-9101,5,21.5,16.5,1,0,1,2,0
10221-6104,293,227.5,65.5,2,0,1,2,0
10221-9102,176,161.5,14.5,2,0,2,2,0
10492-6103,56.5,81.5,25,2,0,1,2,0
10494-1902,308.5,286,22.5,2,2,0,0,1
10499-6102,126,123,3,2,0,2,2,0
10506-3701,288,318.5,30.5,2,0,1,0,0
10506-3703,254.5,270,15.5,1,2,2,0,0
10508-1901,54.5,81,26.5,0,2,2,2,0
10509-1901,185,165.5,19.5,2,0,2,2,0
10509-6101,85.5,73.5,12,1,0,1,2,0
7495-6102,349,324,25,0,0,1,2,0
7992-6102,327,315,12,1,0,1,2,0
8079-9101,14,13.5,0.5,2,0,2,2,0
8081-6104,131.5,111,20.5,2,2,1,0,0
8083-12703,136,157,21,1,0,1,2,0
8137-3703,134,314,180,2,0,2,0,0
8140-3702,120.5,306,174.5,2,0,2,2,0
8150-6103,258,286,28,2,0,2,2,0
8150-6104,79.5,72.5,7,2,0,2,0,0
8152-3704,209,156,53,1,0,1,2,0
8154-12702,302,291,11,0,0,1,0,0
8252-6103,52,40,12,2,0,2,2,0
8254-9101,204.5,208.5,4,2,0,2,2,0
8260-3704,61,151.5,90.5,2,0,2,2,0
8263-1901,115,118.5,3.5,2,2,2,0,0
8263-9102,5.5,36.5,31,1,2,0,0,0
8324-3701,111.5,97,14.5,2,0,1,2,0
8325-6103,128,154,26,0,0,2,2,0
8337-6102,160.5,163,2.5,2,0,1,2,0
8341-12702,350,23.5,33.5,2,0,1,2,0
8440-6103,302.5,326.5,24,1,0,1,2,0
8442-9101,119,87.5,31.5,0,0,2,0,0
8456-3701,357,17.5,20.5,2,0,1,2,0
8465-3701,75.5,47.5,28,2,0,1,2,0
8481-3702,36,46.5,10.5,1,2,0,0,2
8483-12703,253.5,244,9.5,2,0,1,2,0
8483-3703,262.5,286,23.5,2,0,2,2,0
8549-6104,165.5,133.5,32,2,0,1,2,0
8588-3704,300.5,8,67.5,1,0,0,2,0
8588-6101,318.5,280,38.5,2,0,2,2,0
8623-12704,71.5,73.5,2,2,0,2,2,0
8657-1902,284.5,272.5,12,2,0,2,2,0
8714-3702,292,241.5,50.5,1,2,0,0,1
8723-1902,97,65,32,2,0,2,2,0
8932-12704,166.5,134.5,32,1,0,1,1,0
8940-6104,215,199,16,2,0,1,0,0
8947-1901,233,244.5,11.5,2,0,2,2,0
8949-3704,57.5,134,76.5,1,2,0,0,0
8952-6102,11.5,49,37.5,1,2,0,0,0
8985-6104,251,253,2,2,0,2,2,0
8990-6101,236,282.5,46.5,1,2,0,0,1
8998-6101,25.5,6,19.5,1,2,0,0,1
9001-6101,155,141.5,13.5,1,2,1,2,0
9025-3703,51,67.5,16.5,2,0,1,2,0
9030-3701,285.5,57.5,132,2,2,0,0,1
9032-3701,234,246.5,12.5,2,0,2,2,0
9034-1901,346.5,350,3.5,1,3,1,3,0
9035-3703,313.5,264,49.5,2,0,2,2,0
9037-3702,103,97,6,2,0,1,2,0
9045-3703,280.5,328,47.5,2,0,2,2,0
9047-6101,65,82.5,17.5,2,0,1,2,0
9048-1901,94.5,83,11.5,2,0,2,2,0
9090-9102,341,146.5,165.5,0,3,0,3,0
9182-3703,169,175.5,6.5,2,0,1,2,0
9182-6104,308.5,312,3.5,2,0,2,2,0
9186-9101,118.5,117.5,1,2,0,2,2,0
9194-3702,170.5,145,25.5,2,0,1,2,0
9490-3704,292,341,49,2,0,2,2,0
9494-1901,160.5,168,7.5,2,0,1,2,0
9498-3703,68.5,303,125.5,2,0,2,2,0
9502-6103,335.5,17.5,42,2,2,2,2,0
9503-3704,156.5,11,145.5,1,0,1,2,0
9509-3702,297,306.5,9.5,1,0,1,2,0
9509-3704,343,329,14,2,0,1,2,0
9862-12703,231.5,177,54.5,2,0,1,2,0
9864-3702,90.5,188,97.5,1,0,1,2,0
9879-12702,211,212.5,1.5,2,0,2,2,0
9886-9102,262,226,36,1,2,0,0,1
9890-1901,135,356,139,0,0,1,2,0
9894-3704,77,165.5,88.5,1,0,1,2,0
10214-3703,205,316,111,1,1,0,0,2
10215-1902,259.5,333,73.5,1,0,1,2,0
10219-12703,67,68,1,0,3,0,3,0
10219-1901,21.5,32.5,11,1,2,0,0,1
10221-1901,134,172,38,1,2,0,2,0
10221-6101,184.5,224.5,40,0,3,0,3,0
10492-12703,66,68,2,0,3,0,3,0
10494-12704,274.5,118.5,156,0,3,0,3,0
10494-6102,7,255.5,111.5,1,2,0,0,1
10496-12704,221,233,12,1,0,1,0,0
10498-6103,251,78,173,0,3,0,3,0
10499-6101,164.5,86.5,78,0,3,0,3,0
10504-12701,179.5,174.5,5,1,3,1,3,0
10507-12704,177.5,174,3.5,0,3,0,3,0
10508-6103,131.5,134,2.5,0,3,0,3,0
10510-12705,134.5,40,94.5,0,3,0,3,0
10510-6103,191,314,123,1,3,1,3,0
10514-1902,135.5,165.5,30,0,3,0,3,0
10517-12702,224.5,96.5,128,0,0,0,0,0
7443-12703,192,143.5,48.5,0,3,0,3,0
7815-1901,150.5,178,27.5,1,1,1,0,0
7960-3704,124,140,16,0,0,2,0,0
7968-12705,105.5,129,23.5,0,3,0,3,0
7975-3704,345,300.5,44.5,0,2,2,0,0
7975-6104,195,250,55,1,3,1,3,0
7977-12701,270,244.5,25.5,0,3,0,3,0
7991-12702,39,263,136,0,3,0,3,0
7991-1901,81.5,182,100.5,1,0,0,1,0
7992-12702,48.5,199,150.5,1,0,0,2,0
7992-6103,164,332,168,0,0,0,2,0
7993-3703,20.5,74.5,54,0,0,2,0,0
8078-6102,330,286.5,43.5,1,0,0,0,2
8080-12704,96,80.5,15.5,1,3,1,3,0
8082-1901,195.5,312.5,117,0,1,1,0,0
8082-3703,324,83.5,119.5,0,3,0,3,0
8082-9102,153,138.5,14.5,1,3,1,3,0
8085-9102,320.5,308,12.5,0,3,0,3,0
8131-9101,199,193,6,1,3,1,3,0
8133-6103,64,183.5,119.5,1,2,1,2,0
8134-3701,325.5,337,11.5,0,3,0,3,0
8138-6102,317.5,162.5,155,1,1,2,0,0
8139-3702,153,187.5,34.5,0,2,2,0,0
8141-6103,352,148.5,156.5,1,2,1,2,0
8143-12704,24.5,27,2.5,1,3,1,3,0
8144-3703,305,333,28,0,0,1,2,0
8145-3702,15.5,178.5,163,0,2,1,0,0
8146-12705,198.5,201.5,3,1,0,1,2,0
8146-6102,32.5,278,114.5,0,3,0,3,0
8148-12704,165.5,186.5,21,1,1,1,0,0
8148-12705,222.5,231,8.5,0,3,0,3,0
8149-6103,2.5,340,22.5,1,2,1,0,0
8150-9102,339.5,321,18.5,0,3,0,3,0
8241-12705,355.5,337,18.5,0,3,0,3,0
8244-3704,102.5,220,117.5,0,3,0,3,0
8244-6103,131.5,260,128.5,1,0,0,0,0
8245-3701,331,350,19,0,0,2,0,0
8249-12705,256.5,104,152.5,0,0,0,0,1
8250-12704,135.5,150,14.5,0,3,0,3,0
8255-3701,163,234,71,0,2,1,2,0
8255-6103,312,138,174,0,3,0,3,0
8255-9101,53.5,63,9.5,0,3,0,3,0
8256-9101,91,219.5,128.5,0,3,0,3,0
8256-9102,174,250,76,0,0,1,0,0
8258-6104,270.5,105,165.5,0,3,1,3,0
8260-12702,140,244,104,0,1,2,0,0
8260-1901,147.5,264.5,117,0,3,2,3,0
8260-6103,135,133,2,0,3,0,3,0
8261-12701,206.5,305,98.5,1,0,1,2,0
8261-12703,39,139,100,0,3,2,3,0
8274-12704,325.5,253.5,72,0,3,0,3,0
8274-9101,89,31,58,0,3,0,3,0
8274-9102,32,249,143,0,0,2,2,0
8311-6101,213.5,260.5,47,1,2,1,0,0
8313-3704,19,152,133,1,2,0,0,0
8317-6103,2.5,165,162.5,0,3,0,3,0
8319-12703,286.5,125.5,161,0,0,0,0,0
8322-9101,110.5,95,15.5,0,3,0,3,0
8324-6101,335.5,45,69.5,0,0,0,0,0
8328-6101,203.5,6,162.5,0,3,0,3,0
8329-6102,156.5,156.5,0,0,3,0,3,0
8330-12702,109,120,11,0,3,0,3,0
8332-12704,78.5,80,1.5,0,3,0,3,0
8439-3704,118,205.5,87.5,0,2,0,0,0
8443-12701,114.5,89,25.5,0,3,0,3,0
8447-12701,34,39,5,1,0,1,0,0
8447-1901,116.5,93,23.5,0,0,2,2,0
8449-3703,201.5,199,2.5,0,2,1,2,0
8451-9101,87,247.5,160.5,0,3,0,3,0
8453-6102,164.5,262.5,98,0,0,1,2,0
8456-12702,316,331.5,15.5,1,0,1,0,0
8459-9101,30,268,122,0,3,0,3,0
8464-9101,204.5,254.5,50,0,3,0,3,0
8481-6101,75.5,129,53.5,0,0,1,2,0
8481-6103,124,137,13,0,3,0,3,0
8483-6102,249,176,73,0,3,0,3,0
8486-12705,53.5,36.5,17,1,3,1,3,0
8548-12705,157,171,14,1,0,1,0,0
8549-12705,219,229,10,0,3,0,3,0
8550-12703,211.5,211.5,0,0,0,0,0,0
8551-1902,119.5,105.5,14,0,0,1,2,0
8553-1901,70,7.5,62.5,0,0,0,0,0
8554-12704,67.5,193.5,126,0,0,0,0,0
8554-3702,25,168,143,1,3,0,3,0
8566-9102,301.5,247.5,54,0,3,0,3,0
8567-12702,40,20,20,0,3,0,3,0
8568-12704,263,244,19,0,3,0,3,0
8593-3703,34.5,331.5,63,0,3,0,3,0
8595-3703,338,22.5,44.5,0,3,0,3,0
8601-12701,216,343,127,0,3,0,3,0
8613-3704,281.5,102,179.5,1,2,0,0,1
8613-9102,64,103,39,0,3,0,3,0
8615-3702,3,80.5,77.5,1,1,0,0,1
8618-12704,45.5,47.5,2,0,0,0,0,0
8624-6101,99.5,254,154.5,0,3,0,3,0
8625-3702,251.5,69,177.5,1,2,0,0,1
8651-12702,269.5,260,9.5,0,3,0,3,0
8656-12704,279.5,252,27.5,1,3,1,3,0
8712-6104,216.5,195.5,21,0,3,0,3,0
8718-12701,69,68.5,0.5,2,0,2,0,0
8720-12701,269,211.5,57.5,0,3,0,3,0
8720-6102,162,159,3,1,3,1,3,0
8721-6102,49,43.5,5.5,0,3,0,3,0
8722-3701,56.5,21.5,35,0,0,0,0,0
