plateifu,stellar_pa,halpha_pa,classification,STEL_QUAL,GAS_QUAL,STEL_FEATURE,GAS_FEATURE,GAS_NOTES
8718-3704,343.5,42.5,0,0,0,0,0,0
8718-6103,295.0,51.0,0,0,0,0,0,0
8719-9101,22.0,3.5,0,0,0,0,0,0
8720-12703,351.0,262.5,0,0,0,0,0,0
8720-12705,65.0,169.0,0,0,0,0,0,0
8720-6101,25.0,91.0,0,0,0,0,0,0
8720-6104,353.5,44.0,0,0,0,0,0,0
8720-9101,222.5,118.5,0,0,0,0,0,0
8721-12701,275.5,188.0,0,0,0,0,0,0
8721-12704,227.0,75.5,0,0,0,0,0,0
8721-3704,289.0,32.5,0,0,0,0,0,0
8721-9102,49.5,117.0,0,0,0,0,0,0
8722-12701,170.5,283.5,0,0,0,0,0,0
8722-3703,158.0,333.5,0,0,0,0,0,0
8722-3704,107.5,333.5,0,0,0,0,0,0
8722-6102,243.0,24.5,0,0,0,0,0,0
8722-9101,191.0,298.0,0,0,0,0,0,0
8723-9101,144.0,131.0,0,0,0,0,0,0
8724-12702,37.5,350.5,0,0,0,0,0,0
8724-12704,297.0,4.5,0,0,0,0,0,0
8725-12702,6.5,343.5,0,0,0,0,0,0
8725-12703,167.5,84.0,0,0,0,0,0,0
8725-12704,254.5,129.0,0,0,0,0,0,0
8725-6101,350.5,62.5,0,0,0,0,0,0
8725-6104,3.5,64.5,0,0,0,0,0,0
8725-9101,1.0,173.0,0,0,0,0,0,0
8726-12704,111.5,125.5,0,0,0,0,0,0
8726-1902,175.0,51.5,0,0,0,0,0,0
8726-3702,350.0,204.5,0,0,0,0,0,0
8726-6101,105.0,351.0,0,0,0,0,0,0
8726-9102,169.5,329.0,0,0,0,0,0,0
8727-12704,14.5,340.5,0,0,0,0,0,0
8727-3702,210.0,289.0,0,0,0,0,0,0
8727-3704,94.5,304.5,0,0,0,0,0,0
8728-12704,33.5,39.5,0,0,0,0,0,0
8728-1901,90.5,188.0,0,0,0,0,0,0
8728-1902,49.5,16.5,0,0,0,0,0,0
8728-3703,59.0,276.5,0,0,0,0,0,0
8728-6104,37.0,143.5,0,0,0,0,0,0
8931-3704,57.5,153.0,0,0,0,0,0,0
8931-9101,220.5,287.0,0,0,0,0,0,0
8931-9102,44.5,29.5,0,0,0,0,0,0
8932-12705,277.0,198.5,0,0,0,0,0,0
8932-3702,296.5,289.0,0,0,0,0,0,0
8932-6102,161.5,228.0,0,0,0,0,0,0
8932-6103,77.0,2.5,0,0,0,0,0,0
8933-12705,101.0,70.0,0,0,0,0,0,0
8933-3702,83.5,38.0,0,0,0,0,0,0
8933-3704,284.0,81.5,0,0,0,0,0,0
8933-6104,127.0,153.0,0,0,0,0,0,0
8933-9102,159.0,104.0,0,0,0,0,0,0
8934-3702,263.0,219.5,0,0,0,0,0,0
8934-9102,237.5,287.0,0,0,0,0,0,0
8935-12701,272.5,330.0,0,0,0,0,0,0
8935-12705,25.5,357.5,0,0,0,0,0,0
8935-1901,202.5,306.5,0,0,0,0,0,0
8935-3701,272.5,320.0,0,0,0,0,0,0
8935-6101,181.0,123.0,0,0,0,0,0,0
8936-12701,228.5,357.0,0,0,0,0,0,0
8936-3701,21.0,5.0,0,0,0,0,0,0
8936-3703,84.5,91.0,0,0,0,0,0,0
8936-6103,173.5,113.5,0,0,0,0,0,0
8937-12702,176.5,192.5,0,0,0,0,0,0
8937-12704,104.5,145.5,0,0,0,0,0,0
8937-12705,20.0,4.0,0,0,0,0,0,0
8937-6103,291.0,330.5,0,0,0,0,0,0
8938-3704,231.5,336.5,0,0,0,0,0,0
8938-6101,131.0,183.0,0,0,0,0,0,0
8939-3704,100.5,64.0,0,0,0,0,0,0
8939-6103,325.5,147.5,0,0,0,0,0,0
8939-6104,2.0,278.0,0,0,0,0,0,0
8939-9101,326.0,267.0,0,0,0,0,0,0
8939-9102,245.0,297.5,0,0,0,0,0,0
8940-12701,124.0,152.5,0,0,0,0,0,0
8940-12704,231.5,221.0,0,0,0,0,0,0
8940-3702,57.0,16.5,0,0,0,0,0,0
8940-3704,16.0,348.0,0,0,0,0,0,0
8940-6103,146.0,21.5,0,0,0,0,0,0
8942-12703,176.5,118.5,0,0,0,0,0,0
8942-12704,357.5,35.5,0,0,0,0,0,0
8942-3702,242.0,54.0,0,0,0,0,0,0
8942-3703,116.0,151.5,0,0,0,0,0,0
8942-6103,165.0,130.5,0,0,0,0,0,0
8942-9101,137.0,174.5,0,0,0,0,0,0
8943-12704,117.5,107.0,0,0,0,0,0,0
8943-12705,290.5,219.0,0,0,0,0,0,0
8943-3704,182.0,138.5,0,0,0,0,0,0
8943-6104,252.0,52.5,0,0,0,0,0,0
8944-1901,31.0,42.0,0,0,0,0,0,0
8944-6101,212.5,185.0,0,0,0,0,0,0
8944-6104,83.5,111.0,0,0,0,0,0,0
8946-12703,18.0,319.0,0,0,0,0,0,0
8946-12704,247.5,275.5,0,0,0,0,0,0
8946-12705,165.5,98.0,0,0,0,0,0,0
8946-6104,311.0,217.5,0,0,0,0,0,0
8947-12702,253.0,253.0,0,0,0,0,0,0
8947-6101,351.5,309.5,0,0,0,0,0,0
8947-6102,75.0,152.5,0,0,0,0,0,0
8948-3703,182.0,193.5,0,0,0,0,0,0
8948-6102,196.5,47.0,0,0,0,0,0,0
8948-9102,338.0,4.5,0,0,0,0,0,0
8949-12702,104.0,148.0,0,0,0,0,0,0
8949-1901,24.5,71.0,0,0,0,0,0,0
8949-3701,202.0,237.5,0,0,0,0,0,0
8949-6101,355.5,344.5,0,0,0,0,0,0
8950-3701,330.0,116.5,0,0,0,0,0,0
8950-6101,273.0,138.5,0,0,0,0,0,0
8951-12703,53.5,233.5,0,0,0,0,0,0
8951-1901,108.0,303.0,0,0,0,0,0,0
8951-3704,150.0,330.5,0,0,0,0,0,0
8951-9101,240.5,112.5,0,0,0,0,0,0
8952-12704,257.0,140.0,0,0,0,0,0,0
8977-1901,349.5,111.0,0,0,0,0,0,0
8978-3702,67.0,245.5,0,0,0,0,0,0
8979-12702,213.5,4.5,0,0,0,0,0,0
8980-12702,217.5,142.5,0,0,0,0,0,0
8980-12703,299.5,316.5,0,0,0,0,0,0
8980-6101,153.5,240.0,0,0,0,0,0,0
8981-12701,71.0,177.5,0,0,0,0,0,0
8981-12705,350.5,301.5,0,0,0,0,0,0
8981-6102,138.0,121.5,0,0,0,0,0,0
8982-3703,200.5,217.5,0,0,0,0,0,0
8982-6102,65.0,54.5,0,0,0,0,0,0
8982-9101,132.0,147.5,0,0,0,0,0,0
8983-12704,297.5,105.5,0,0,0,0,0,0
8983-1901,46.0,192.0,0,0,0,0,0,0
8984-12702,87.5,126.5,0,0,0,0,0,0
8984-6102,268.5,94.5,0,0,0,0,0,0
8985-6101,179.5,359.5,0,0,0,0,0,0
8986-12701,129.0,357.0,0,0,0,0,0,0
8986-1902,275.0,188.0,0,0,0,0,0,0
8986-3704,281.0,68.0,0,0,0,0,0,0
8987-12701,225.0,267.5,0,0,0,0,0,0
8987-6103,292.5,316.5,0,0,0,0,0,0
8988-12701,257.0,330.5,0,0,0,0,0,0
8988-12702,312.5,350.0,0,0,0,0,0,0
8989-12703,148.0,301.5,0,0,0,0,0,0
8989-12704,90.5,72.5,0,0,0,0,0,0
8989-12705,197.5,4.5,0,0,0,0,0,0
8989-3702,1.5,1.5,0,0,0,0,0,0
8989-6103,268.0,334.0,0,0,0,0,0,0
8991-12702,58.0,129.5,0,0,0,0,0,0
8991-3704,356.0,7.0,0,0,0,0,0,0
8991-6102,224.0,35.0,0,0,0,0,0,0
8993-12704,58.0,29.5,0,0,0,0,0,0
8993-3704,182.0,256.0,0,0,0,0,0,0
8993-6101,356.5,337.5,0,0,0,0,0,0
8993-9101,231.5,275.0,0,0,0,0,0,0
8994-6102,315.0,137.5,0,0,0,0,0,0
8994-6104,214.0,196.0,0,0,0,0,0,0
8994-9101,221.0,180.5,0,0,0,0,0,0
8995-12703,221.0,274.0,0,0,0,0,0,0
8995-12704,233.0,166.0,0,0,0,0,0,0
8995-3703,357.5,203.5,0,0,0,0,0,0
8995-9102,279.5,242.5,0,0,0,0,0,0
8996-6104,300.5,319.5,0,0,0,0,0,0
8997-12705,252.5,252.0,0,0,0,0,0,0
8998-12703,148.5,139.5,0,0,0,0,0,0
8999-3702,63.5,287.5,0,0,0,0,0,0
8999-3704,195.5,156.5,0,0,0,0,0,0
9000-12701,216.5,250.0,0,0,0,0,0,0
9000-12703,304.0,338.5,0,0,0,0,0,0
9000-12704,54.0,57.5,0,0,0,0,0,0
9000-9102,64.0,224.0,0,0,0,0,0,0
9001-12701,182.5,115.5,0,0,0,0,0,0
9001-12703,298.0,221.5,0,0,0,0,0,0
9001-12704,319.0,327.0,0,0,0,0,0,0
9001-1901,319.5,330.0,0,0,0,0,0,0
9002-12702,316.5,171.0,0,0,0,0,0,0
9002-12703,355.0,70.0,0,0,0,0,0,0
9002-3703,185.5,64.0,0,0,0,0,0,0
9002-6102,100.5,258.5,0,0,0,0,0,0
9002-9102,257.0,280.5,0,0,0,0,0,0
9024-1901,299.5,318.0,0,0,0,0,0,0
9024-3703,174.0,324.0,0,0,0,0,0,0
9024-3704,326.0,290.5,0,0,0,0,0,0
9024-6104,168.5,228.5,0,0,0,0,0,0
9025-12701,89.5,267.5,0,0,0,0,0,0
9025-12702,,,0,0,0,0,0,0
9025-12703,134.0,279.0,0,0,0,0,0,0
9025-6101,154.5,143.0,0,0,0,0,0,0
9025-9101,156.5,105.0,0,0,0,0,0,0
9026-12704,32.5,93.0,0,0,0,0,0,0
9026-3701,263.0,288.5,0,0,0,0,0,0
9027-12705,226.5,215.5,0,0,0,0,0,0
9027-6104,91.0,124.5,0,0,0,0,0,0
9028-3703,314.0,146.0,0,0,0,0,0,0
9028-3704,269.0,88.5,0,0,0,0,0,0
9028-6102,65.0,331.0,0,0,0,0,0,0
9028-6104,347.5,308.0,0,0,0,0,0,0
9029-3701,333.5,217.5,0,0,0,0,0,0
9029-9102,252.0,15.0,0,0,0,0,0,0
9030-12703,191.0,217.5,0,0,0,0,0,0
9030-12705,187.5,304.5,0,0,0,0,0,0
9030-6101,275.0,31.0,0,0,0,0,0,0
9030-6102,51.0,217.0,0,0,0,0,0,0
9030-9101,335.5,309.0,0,0,0,0,0,0
9031-12702,106.5,74.0,0,0,0,0,0,0
9031-9101,176.5,69.0,0,0,0,0,0,0
9032-3702,262.5,183.5,0,0,0,0,0,0
9032-6102,18.5,39.0,0,0,0,0,0,0
9032-6103,331.0,162.0,0,0,0,0,0,0
9032-9102,5.0,326.0,0,0,0,0,0,0
9033-12702,15.5,70.0,0,0,0,0,0,0
9033-12704,273.0,143.5,0,0,0,0,0,0
9033-6103,226.5,186.5,0,0,0,0,0,0
9033-6104,143.5,283.5,0,0,0,0,0,0
9033-9101,356.0,318.5,0,0,0,0,0,0
9034-3701,337.5,173.5,0,0,0,0,0,0
9034-3704,327.0,355.0,0,0,0,0,0,0
9034-9102,136.0,228.5,0,0,0,0,0,0
9035-12704,278.0,304.5,0,0,0,0,0,0
9035-12705,323.5,337.0,0,0,0,0,0,0
9036-12701,334.0,334.0,0,0,0,0,0,0
9036-3704,317.0,22.5,0,0,0,0,0,0
9037-12702,44.5,16.0,0,0,0,0,0,0
9037-1901,30.5,219.5,0,0,0,0,0,0
9037-3701,207.0,357.5,0,0,0,0,0,0
9037-3703,179.0,221.0,0,0,0,0,0,0
9037-6102,283.5,5.0,0,0,0,0,0,0
9038-12701,240.5,342.5,0,0,0,0,0,0
9038-12705,260.5,251.0,0,0,0,0,0,0
9038-1902,144.0,62.5,0,0,0,0,0,0
9038-3703,115.0,279.5,0,0,0,0,0,0
9038-6104,17.5,340.0,0,0,0,0,0,0
9038-9101,232.0,299.0,0,0,0,0,0,0
9039-12701,136.0,241.5,0,0,0,0,0,0
9039-12703,128.5,139.5,0,0,0,0,0,0
9039-12705,87.5,67.0,0,0,0,0,0,0
9039-3702,352.5,295.5,0,0,0,0,0,0
9040-12702,233.5,222.0,0,0,0,0,0,0
9040-3701,143.0,351.0,0,0,0,0,0,0
9040-3703,200.0,20.0,0,0,0,0,0,0
9040-9101,166.0,282.0,0,0,0,0,0,0
9041-12705,348.5,114.0,0,0,0,0,0,0
9041-3701,267.0,29.0,0,0,0,0,0,0
9041-6103,166.0,212.0,0,0,0,0,0,0
9042-12705,224.5,188.0,0,0,0,0,0,0
9042-1901,192.0,148.0,0,0,0,0,0,0
9042-3702,99.0,49.0,0,0,0,0,0,0
9042-6104,220.0,64.0,0,0,0,0,0,0
9043-12701,61.5,280.5,0,0,0,0,0,0
9043-12702,61.0,131.5,0,0,0,0,0,0
9043-12703,328.0,173.5,0,0,0,0,0,0
9043-12705,338.0,333.5,0,0,0,0,0,0
9043-6103,141.0,244.0,0,0,0,0,0,0
9043-9101,342.5,44.0,0,0,0,0,0,0
9043-9102,298.5,320.5,0,0,0,0,0,0
9044-12702,209.5,288.0,0,0,0,0,0,0
9044-12703,274.0,94.0,0,0,0,0,0,0
9044-12705,131.5,11.0,0,0,0,0,0,0
9044-6103,297.0,263.5,0,0,0,0,0,0
9044-6104,170.0,169.5,0,0,0,0,0,0
9045-12701,355.5,1.5,0,0,0,0,0,0
9045-12705,268.5,64.0,0,0,0,0,0,0
9045-6102,345.5,176.0,0,0,0,0,0,0
9045-6103,73.5,27.5,0,0,0,0,0,0
9045-6104,153.0,263.0,0,0,0,0,0,0
9046-12701,37.5,247.0,0,0,0,0,0,0
9046-12703,256.5,169.5,0,0,0,0,0,0
9046-12704,153.5,134.5,0,0,0,0,0,0
9046-3703,56.0,20.0,0,0,0,0,0,0
9046-6102,317.5,186.0,0,0,0,0,0,0
9046-6104,341.5,338.0,0,0,0,0,0,0
9046-9101,335.0,151.5,0,0,0,0,0,0
9046-9102,39.5,265.0,0,0,0,0,0,0
9047-12701,232.5,339.0,0,0,0,0,0,0
9047-12704,75.0,47.5,0,0,0,0,0,0
9047-12705,278.5,338.0,0,0,0,0,0,0
9047-3703,131.5,121.0,0,0,0,0,0,0
9047-6102,329.5,23.5,0,0,0,0,0,0
9047-6103,315.0,76.0,0,0,0,0,0,0
9048-12701,171.5,159.5,0,0,0,0,0,0
9048-12702,185.5,219.0,0,0,0,0,0,0
9048-12704,336.5,318.5,0,0,0,0,0,0
9048-12705,2.5,330.0,0,0,0,0,0,0
9048-3704,198.5,148.5,0,0,0,0,0,0
9048-9102,350.5,104.5,0,0,0,0,0,0
9049-12703,34.0,146.0,0,0,0,0,0,0
9049-6101,237.5,268.5,0,0,0,0,0,0
9050-12702,226.5,327.0,0,0,0,0,0,0
9050-6101,173.0,190.5,0,0,0,0,0,0
9050-6102,228.0,231.0,0,0,0,0,0,0
9050-6103,107.0,42.0,0,0,0,0,0,0
9085-1901,302.5,102.0,0,0,0,0,0,0
9085-6102,206.5,62.5,0,0,0,0,0,0
9086-9102,122.0,120.5,0,0,0,0,0,0
9087-6102,356.0,52.0,0,0,0,0,0,0
9087-6103,288.0,20.0,0,0,0,0,0,0
9088-3701,244.0,344.0,0,0,0,0,0,0
9088-3704,295.0,321.5,0,0,0,0,0,0
9088-6103,51.0,82.0,0,0,0,0,0,0
9089-1902,5.0,323.5,0,0,0,0,0,0
9089-6102,191.0,52.0,0,0,0,0,0,0
9090-12701,23.0,298.0,0,0,0,0,0,0
9090-12702,349.5,358.5,0,0,0,0,0,0
9090-6101,192.5,174.0,0,0,0,0,0,0
9091-3702,20.0,324.5,0,0,0,0,0,0
9091-3704,44.0,201.0,0,0,0,0,0,0
9091-6102,27.0,202.5,0,0,0,0,0,0
9092-12701,246.5,70.5,0,0,0,0,0,0
9092-12704,54.5,186.5,0,0,0,0,0,0
9092-1901,274.5,265.0,0,0,0,0,0,0
9092-6103,158.5,18.0,0,0,0,0,0,0
9092-6104,305.5,235.0,0,0,0,0,0,0
9094-12702,340.5,55.5,0,0,0,0,0,0
9094-12704,215.5,268.5,0,0,0,0,0,0
9094-3702,26.5,335.0,0,0,0,0,0,0
9094-3704,253.5,330.0,0,0,0,0,0,0
9094-6103,212.5,344.5,0,0,0,0,0,0
9094-6104,272.5,129.0,0,0,0,0,0,0
9094-9102,181.0,6.5,0,0,0,0,0,0
9095-3702,43.0,79.0,0,0,0,0,0,0
9095-6103,304.5,197.5,0,0,0,0,0,0
9181-12701,19.0,12.5,0,0,0,0,0,0
9181-12703,270.5,352.0,0,0,0,0,0,0
9181-12704,287.5,217.0,0,0,0,0,0,0
9181-3702,269.0,34.0,0,0,0,0,0,0
9181-3704,65.5,257.0,0,0,0,0,0,0
9181-6101,325.0,337.0,0,0,0,0,0,0
9181-6103,26.5,30.5,0,0,0,0,0,0
9181-6104,82.5,72.0,0,0,0,0,0,0
9182-3702,53.0,357.5,0,0,0,0,0,0
9183-12701,80.0,158.0,0,0,0,0,0,0
9183-12705,156.5,11.0,0,0,0,0,0,0
9184-12702,205.0,254.0,0,0,0,0,0,0
9184-12703,44.0,91.5,0,0,0,0,0,0
9184-1901,355.0,43.0,0,0,0,0,0,0
9184-1902,253.0,211.0,0,0,0,0,0,0
9184-3703,17.0,209.5,0,0,0,0,0,0
9184-9101,100.0,66.5,0,0,0,0,0,0
9185-12702,205.5,124.0,0,0,0,0,0,0
9185-12703,214.0,268.5,0,0,0,0,0,0
9185-12704,287.0,353.5,0,0,0,0,0,0
9185-1901,357.0,272.0,0,0,0,0,0,0
9185-3701,88.0,303.5,0,0,0,0,0,0
9185-6103,108.5,210.0,0,0,0,0,0,0
9185-9101,179.0,221.5,0,0,0,0,0,0
9186-12704,61.0,55.5,0,0,0,0,0,0
9188-6101,38.0,51.0,0,0,0,0,0,0
9189-12702,333.5,281.0,0,0,0,0,0,0
9189-3703,168.5,316.5,0,0,0,0,0,0
9189-6101,120.5,85.5,0,0,0,0,0,0
9189-6103,242.5,121.0,0,0,0,0,0,0
9190-12704,220.0,197.0,0,0,0,0,0,0
9190-1902,153.0,248.0,0,0,0,0,0,0
9190-3701,96.5,115.0,0,0,0,0,0,0
9190-6101,30.0,240.5,0,0,0,0,0,0
9190-6103,238.5,238.5,0,0,0,0,0,0
9192-12705,29.5,291.0,0,0,0,0,0,0
9192-3703,156.0,358.5,0,0,0,0,0,0
9192-3704,127.0,182.5,0,0,0,0,0,0
9192-6103,131.0,187.5,0,0,0,0,0,0
9192-9101,132.0,102.0,0,0,0,0,0,0
9193-3704,118.5,70.0,0,0,0,0,0,0
9194-12701,339.5,337.5,0,0,0,0,0,0
9194-12705,276.5,280.5,0,0,0,0,0,0
9194-1901,227.0,213.0,0,0,0,0,0,0
9194-9102,242.0,43.5,0,0,0,0,0,0
9195-1901,207.0,39.0,0,0,0,0,0,0
9195-3701,310.0,13.5,0,0,0,0,0,0
9195-9102,45.5,129.0,0,0,0,0,0,0
9196-12702,355.5,30.0,0,0,0,0,0,0
9196-12705,323.5,113.0,0,0,0,0,0,0
9196-6102,92.0,69.0,0,0,0,0,0,0
9485-12702,238.5,194.5,0,0,0,0,0,0
9485-3703,85.5,137.5,0,0,0,0,0,0
9485-6102,185.5,75.0,0,0,0,0,0,0
9485-6103,311.5,105.0,0,0,0,0,0,0
9485-9101,287.0,286.5,0,0,0,0,0,0
9485-9102,129.5,129.5,0,0,0,0,0,0
9486-12705,261.0,86.0,0,0,0,0,0,0
9486-1901,71.5,58.0,0,0,0,0,0,0
9486-3701,288.5,318.5,0,0,0,0,0,0
9486-6103,96.0,70.0,0,0,0,0,0,0
9486-6104,74.0,331.0,0,0,0,0,0,0
9487-12705,167.5,249.0,0,0,0,0,0,0
9487-6102,163.5,169.5,0,0,0,0,0,0
9488-12701,50.0,86.5,0,0,0,0,0,0
9488-12705,276.5,262.0,0,0,0,0,0,0
9488-3701,175.5,285.5,0,0,0,0,0,0
9488-3704,192.0,52.0,0,0,0,0,0,0
9488-6102,181.0,68.0,0,0,0,0,0,0
9488-6104,321.5,113.5,0,0,0,0,0,0
9489-12701,327.5,320.0,0,0,0,0,0,0
9489-12702,136.0,158.5,0,0,0,0,0,0
9489-12703,27.5,0.5,0,0,0,0,0,0
9489-6101,194.0,229.0,0,0,0,0,0,0
9489-6103,315.0,289.5,0,0,0,0,0,0
9489-9102,54.0,203.0,0,0,0,0,0,0
9490-12701,69.5,8.0,0,0,0,0,0,0
9490-12702,129.0,91.0,0,0,0,0,0,0
9490-3703,111.0,60.5,0,0,0,0,0,0
9490-6103,7.0,44.0,0,0,0,0,0,0
9490-9101,235.0,24.5,0,0,0,0,0,0
9490-9102,355.0,125.0,0,0,0,0,0,0
9491-12705,86.5,86.0,0,0,0,0,0,0
9491-3701,44.0,7.5,0,0,0,0,0,0
9491-6103,3.0,68.0,0,0,0,0,0,0
9491-6104,106.5,48.5,0,0,0,0,0,0
9493-12702,88.0,53.5,0,0,0,0,0,0
9493-12703,89.0,316.0,0,0,0,0,0,0
9494-12703,91.5,117.5,0,0,0,0,0,0
9494-12705,193.0,162.0,0,0,0,0,0,0
9494-3702,13.0,83.5,0,0,0,0,0,0
9494-6101,73.5,259.0,0,0,0,0,0,0
9494-6102,153.0,139.0,0,0,0,0,0,0
9494-6103,334.5,334.5,0,0,0,0,0,0
9495-12701,195.0,225.5,0,0,0,0,0,0
9495-12704,50.0,51.5,0,0,0,0,0,0
9495-1901,71.5,270.0,0,0,0,0,0,0
9497-12704,54.5,358.5,0,0,0,0,0,0
9497-6101,38.0,224.0,0,0,0,0,0,0
9497-6103,13.0,112.0,0,0,0,0,0,0
9499-1901,202.5,170.0,0,0,0,0,0,0
9499-9102,13.5,52.5,0,0,0,0,0,0
9500-12705,102.0,273.0,0,0,0,0,0,0
9500-3702,249.0,295.5,0,0,0,0,0,0
9500-3704,108.0,299.0,0,0,0,0,0,0
9501-12702,133.5,231.0,0,0,0,0,0,0
9501-12703,68.0,214.0,0,0,0,0,0,0
9501-3704,325.5,26.5,0,0,0,0,0,0
9501-6103,88.0,253.0,0,0,0,0,0,0
9501-6104,57.0,202.5,0,0,0,0,0,0
9502-12701,289.5,227.5,0,0,0,0,0,0
9502-1902,62.5,137.0,0,0,0,0,0,0
9502-6102,298.5,300.5,0,0,0,0,0,0
9502-6104,333.0,69.5,0,0,0,0,0,0
9502-9101,257.5,36.0,0,0,0,0,0,0
9503-1902,92.0,313.0,0,0,0,0,0,0
9503-3703,6.5,40.0,0,0,0,0,0,0
9503-9101,137.5,196.0,0,0,0,0,0,0
9504-12705,276.5,234.5,0,0,0,0,0,0
9504-6101,169.0,170.0,0,0,0,0,0,0
9504-6102,44.0,56.0,0,0,0,0,0,0
9504-6104,307.0,257.0,0,0,0,0,0,0
9505-1902,147.5,255.0,0,0,0,0,0,0
9505-3701,215.5,273.5,0,0,0,0,0,0
9505-9102,223.0,255.5,0,0,0,0,0,0
9506-12703,238.5,210.5,0,0,0,0,0,0
9506-3704,209.5,275.5,0,0,0,0,0,0
9506-6103,56.0,93.5,0,0,0,0,0,0
9506-6104,269.0,24.0,0,0,0,0,0,0
9507-3702,31.0,227.0,0,0,0,0,0,0
9507-6101,305.0,82.5,0,0,0,0,0,0
9507-6104,17.5,197.5,0,0,0,0,0,0
9507-9101,284.0,62.5,0,0,0,0,0,0
9508-3702,84.0,280.0,0,0,0,0,0,0
9508-6102,204.5,352.0,0,0,0,0,0,0
9509-12704,51.5,47.0,0,0,0,0,0,0
9509-12705,137.5,86.5,0,0,0,0,0,0
9509-3703,278.5,6.0,0,0,0,0,0,0
9510-12705,108.0,133.0,0,0,0,0,0,0
9510-1901,345.0,344.0,0,0,0,0,0,0
9510-6104,280.0,335.0,0,0,0,0,0,0
9511-12705,310.0,259.5,0,0,0,0,0,0
9511-3702,330.0,273.0,0,0,0,0,0,0
9512-12702,288.5,68.5,0,0,0,0,0,0
9512-12703,106.5,161.5,0,0,0,0,0,0
9512-3701,249.5,356.5,0,0,0,0,0,0
9512-9102,272.0,291.5,0,0,0,0,0,0
9513-12703,230.5,276.5,0,0,0,0,0,0
9514-3703,4.0,301.5,0,0,0,0,0,0
9514-6102,256.0,28.5,0,0,0,0,0,0
9514-6103,258.0,216.5,0,0,0,0,0,0
9677-12701,54.0,90.5,0,0,0,0,0,0
9677-12702,90.5,270.5,0,0,0,0,0,0
9677-12703,,,0,0,0,0,0,0
9677-12704,,,0,0,0,0,0,0
9677-12705,360.0,180.5,0,0,0,0,0,0
9677-6102,106.0,285.0,0,0,0,0,0,0
9677-6103,102.5,258.5,0,0,0,0,0,0
9677-9101,180.0,180.0,0,0,0,0,0,0
9677-9102,209.0,29.0,0,0,0,0,0,0
9678-12701,57.5,62.5,0,0,0,0,0,0
9678-12702,62.0,326.0,0,0,0,0,0,0
9678-12704,99.0,164.5,0,0,0,0,0,0
9678-12705,9.5,294.5,0,0,0,0,0,0
9678-6102,196.5,287.0,0,0,0,0,0,0
9678-6103,301.0,79.5,0,0,0,0,0,0
9678-9101,317.0,52.5,0,0,0,0,0,0
9678-9102,150.5,32.0,0,0,0,0,0,0
9862-12704,59.0,225.5,0,0,0,0,0,0
9862-12705,333.5,59.0,0,0,0,0,0,0
9863-1902,303.0,303.0,0,0,0,0,0,0
9863-3701,338.0,3.0,0,0,0,0,0,0
9863-6102,303.0,62.0,0,0,0,0,0,0
9864-12702,223.5,238.5,0,0,0,0,0,0
9864-9102,99.5,358.0,0,0,0,0,0,0
9865-12703,57.5,123.0,0,0,0,0,0,0
9865-9101,235.5,257.0,0,0,0,0,0,0
9866-12705,65.5,310.5,0,0,0,0,0,0
9867-12701,55.0,88.0,0,0,0,0,0,0
9867-12705,1.0,201.0,0,0,0,0,0,0
9867-1901,286.0,25.0,0,0,0,0,0,0
9867-3702,37.5,217.5,0,0,0,0,0,0
9867-6103,352.5,72.0,0,0,0,0,0,0
9868-6104,136.0,40.0,0,0,0,0,0,0
9868-9101,52.0,82.0,0,0,0,0,0,0
9869-12704,159.5,257.5,0,0,0,0,0,0
9869-1902,217.5,279.5,0,0,0,0,0,0
9869-3704,356.0,344.0,0,0,0,0,0,0
9870-12701,82.5,262.5,0,0,0,0,0,0
9870-3703,139.5,290.5,0,0,0,0,0,0
9870-9102,76.5,328.0,0,0,0,0,0,0
9871-12704,,,0,0,0,0,0,0
9871-1902,86.0,62.5,0,0,0,0,0,0
9871-9102,186.0,154.0,0,0,0,0,0,0
9872-12704,54.5,97.5,0,0,0,0,0,0
9872-3702,3.0,148.0,0,0,0,0,0,0
9873-12704,327.5,138.5,0,0,0,0,0,0
9873-3704,286.5,285.5,0,0,0,0,0,0
9874-12701,319.5,55.0,0,0,0,0,0,0
9874-12702,350.0,,0,0,0,0,0,0
9874-12704,305.5,152.5,0,0,0,0,0,0
9874-12705,99.5,211.5,0,0,0,0,0,0
9874-6102,160.0,287.5,0,0,0,0,0,0
9874-6104,87.5,352.5,0,0,0,0,0,0
9875-12702,237.5,10.0,0,0,0,0,0,0
9875-12703,195.0,207.0,0,0,0,0,0,0
9875-3701,135.0,163.5,0,0,0,0,0,0
9875-6102,181.0,141.5,0,0,0,0,0,0
9875-9102,130.5,67.0,0,0,0,0,0,0
9876-12701,255.5,268.5,0,0,0,0,0,0
9876-12704,19.0,220.5,0,0,0,0,0,0
9876-1901,318.5,16.0,0,0,0,0,0,0
9876-6104,44.0,33.5,0,0,0,0,0,0
9877-12703,9.5,213.5,0,0,0,0,0,0
9877-12704,159.0,34.5,0,0,0,0,0,0
9878-6102,12.5,345.0,0,0,0,0,0,0
9879-6101,85.5,97.5,0,0,0,0,0,0
9879-6104,279.0,77.0,0,0,0,0,0,0
9879-9102,46.5,247.5,0,0,0,0,0,0
9880-12701,67.0,261.5,0,0,0,0,0,0
9880-12702,56.0,144.5,0,0,0,0,0,0
9880-12703,153.0,98.0,0,0,0,0,0,0
