plateifu,stellar_pa,halpha_pa,classification,STEL_QUAL,GAS_QUAL,STEL_FEATURE,GAS_FEATURE,GAS_NOTES
8147-1902,223.5,218.0,1,1,1,0,0,0
8147-3703,68.5,76.0,1,1,1,0,0,0
8147-3704,187.0,180.0,1,1,1,0,0,0
8147-6104,328.5,304.0,1,1,1,0,0,0
8147-9102,166.0,172.0,1,1,1,0,0,0
8148-12701,144.5,135.5,1,1,1,0,0,0
8148-6102,41.5,16.0,1,1,1,0,0,0
8149-12705,198.0,228.5,1,1,1,0,0,0
8149-6102,168.0,150.0,1,1,1,0,0,0
8149-6104,278.5,271.0,1,1,1,0,0,0
8150-12703,343.0,332.0,1,1,1,0,0,0
8150-12705,74.5,99.5,1,1,1,0,0,0
8150-9101,214.5,171.0,1,1,1,0,0,0
8152-12702,191.0,197.5,1,1,1,0,0,0
8152-12704,72.5,102.0,1,1,1,0,0,0
8153-12701,22.0,11.5,1,1,1,0,0,0
8153-12702,213.5,236.5,1,1,1,0,0,0
8153-12705,304.5,318.5,1,1,1,0,0,0
8154-12703,12.0,352.0,1,1,1,0,0,0
8154-6104,196.5,186.5,1,1,1,0,0,0
8155-12704,259.0,256.5,1,1,1,0,0,0
8155-3701,44.5,32.0,1,1,1,0,0,0
8156-12702,44.0,39.5,1,1,1,0,0,0
8156-1901,38.5,284.0,1,1,1,0,0,0
8156-3701,202.0,209.5,1,1,1,0,0,0
8158-1901,93.5,68.5,1,1,1,0,0,0
8158-6104,197.0,221.5,1,1,1,0,0,0
8158-9101,127.5,126.0,1,1,1,0,0,0
8239-3702,311.0,324.0,1,1,1,0,0,0
8239-3704,251.5,269.0,1,1,1,0,0,0
8241-12701,248.5,264.5,1,1,1,0,0,0
8241-1902,242.5,288.5,1,1,1,0,0,0
8243-3702,311.5,239.0,1,1,1,0,0,0
8244-12702,211.0,237.0,1,1,1,0,0,0
8245-12704,345.5,159.5,1,1,1,0,0,0
8245-1901,15.5,21.5,1,1,1,0,0,0
8247-12701,260.0,230.0,1,1,1,0,0,0
8247-3704,136.5,65.5,1,1,1,0,0,0
8248-3701,97.5,157.5,1,1,1,0,0,0
8249-1902,260.0,134.0,1,1,1,0,0,0
8249-6103,12.5,345.0,1,1,1,0,0,0
8249-6104,172.5,74.5,1,1,1,0,0,0
8250-9101,172.5,63.0,1,1,1,0,0,0
8252-1902,303.5,289.5,1,1,1,0,0,0
8252-9101,53.5,70.0,1,1,1,0,0,0
8253-12704,330.5,316.0,1,1,1,0,0,0
8253-1902,334.0,123.5,1,1,1,0,0,0
8253-9101,153.0,350.0,1,1,1,0,0,0
8254-12702,115.5,100.5,1,1,1,0,0,0
8254-12703,200.0,198.5,1,1,1,0,0,0
8254-1901,325.0,311.5,1,1,1,0,0,0
8254-6103,254.0,254.0,1,1,1,0,0,0
8254-9102,67.0,78.5,1,1,1,0,0,0
8255-3702,125.0,135.0,1,1,1,0,0,0
8255-6101,314.0,220.5,1,1,1,0,0,0
8255-6102,34.5,53.5,1,1,1,0,0,0
8255-6104,49.5,220.0,1,1,1,0,0,0
8256-12703,308.0,320.5,1,1,1,0,0,0
8256-12705,340.0,113.5,1,1,1,0,0,0
8256-6102,63.5,46.0,1,1,1,0,0,0
8257-3704,98.0,80.5,1,1,1,0,0,0
8258-3702,346.5,4.0,1,1,1,0,0,0
8258-6101,116.0,109.0,1,1,1,0,0,0
8258-6103,322.0,350.0,1,1,1,0,0,0
8259-12703,105.0,86.0,1,1,1,0,0,0
8259-1901,48.5,350.5,1,1,1,0,0,0
8259-6101,278.5,294.5,1,1,1,0,0,0
8259-6104,47.5,34.5,1,1,1,0,0,0
8259-9101,162.0,128.0,1,1,1,0,0,0
8260-3703,159.5,159.5,1,1,1,0,0,0
8261-12704,5.5,357.5,1,1,1,0,0,0
8261-3704,100.0,349.5,1,1,1,0,0,0
8261-9101,137.0,138.5,1,1,1,0,0,0
8261-9102,54.0,35.0,1,1,1,0,0,0
8262-12703,333.5,336.0,1,1,1,0,0,0
8262-1902,268.5,14.5,1,1,1,0,0,0
8263-12704,316.5,334.0,1,1,1,0,0,0
8263-3704,269.0,193.0,1,1,1,0,0,0
8274-12702,284.0,253.5,1,1,1,0,0,0
8274-12705,0.5,131.0,1,1,1,0,0,0
8274-3703,278.0,264.0,1,1,1,0,0,0
8309-12703,1.0,15.5,1,1,1,0,0,0
8309-6103,200.0,191.0,1,1,1,0,0,0
8309-9101,100.5,161.5,1,1,1,0,0,0
8311-12704,170.5,164.5,1,1,1,0,0,0
8311-6103,161.5,158.0,1,1,1,0,0,0
8311-9101,198.0,211.5,1,1,1,0,0,0
8312-12701,280.0,293.0,1,1,1,0,0,0
8312-6103,302.5,281.0,1,1,1,0,0,0
8312-9102,3.0,292.0,1,1,1,0,0,0
8313-1901,178.5,125.5,1,1,1,0,0,0
8313-3701,97.0,62.5,1,1,1,0,0,0
8313-6101,5.0,307.0,1,1,1,0,0,0
8314-3701,12.0,4.5,1,1,1,0,0,0
8314-6102,261.0,299.5,1,1,1,0,0,0
8314-6103,160.0,1.5,1,1,1,0,0,0
8317-12702,196.0,213.5,1,1,1,0,0,0
8317-1901,323.0,104.0,1,1,1,0,0,0
8317-3703,238.5,22.5,1,1,1,0,0,0
8317-6104,251.5,229.5,1,1,1,0,0,0
8318-6102,318.5,270.0,1,1,1,0,0,0
8318-6103,141.0,304.5,1,1,1,0,0,0
8319-6104,267.5,273.5,1,1,1,0,0,0
8320-12703,17.0,354.0,1,1,1,0,0,0
8320-1902,180.0,166.0,1,1,1,0,0,0
8320-6104,182.0,184.0,1,1,1,0,0,0
8322-12702,323.5,340.5,1,1,1,0,0,0
8322-12703,131.0,142.5,1,1,1,0,0,0
8322-3702,91.5,46.5,1,1,1,0,0,0
8323-12701,198.5,181.0,1,1,1,0,0,0
8323-3701,289.0,264.0,1,1,1,0,0,0
8323-6104,313.5,337.0,1,1,1,0,0,0
8324-12705,143.0,143.0,1,1,1,0,0,0
8324-3704,301.5,311.0,1,1,1,0,0,0
8324-6104,86.0,65.5,1,1,1,0,0,0
8325-12702,135.5,138.0,1,1,1,0,0,0
8325-1901,186.0,333.5,1,1,1,0,0,0
8325-1902,125.5,85.0,1,1,1,0,0,0
8325-6104,103.5,85.5,1,1,1,0,0,0
8326-6101,229.0,265.0,1,1,1,0,0,0
8328-3704,26.5,39.5,1,1,1,0,0,0
8328-6102,288.0,236.0,1,1,1,0,0,0
8328-9101,124.0,127.0,1,1,1,0,0,0
8329-1902,176.5,1.5,1,1,1,0,0,0
8329-9101,333.5,325.5,1,1,1,0,0,0
8329-9102,27.5,32.5,1,1,1,0,0,0
8330-3701,205.0,226.5,1,1,1,0,0,0
8330-6101,27.0,73.5,1,1,1,0,0,0
8331-12703,202.5,239.5,1,1,1,0,0,0
8331-3701,303.5,348.5,1,1,1,0,0,0
8332-12702,313.5,312.5,1,1,1,0,0,0
8332-3701,101.5,128.0,1,1,1,0,0,0
8332-3703,246.5,152.5,1,1,1,0,0,0
8333-12701,202.0,245.5,1,1,1,0,0,0
8333-12705,8.0,5.5,1,1,1,0,0,0
8333-1902,227.5,227.5,1,1,1,0,0,0
8334-12705,333.5,310.5,1,1,1,0,0,0
8334-1902,136.5,253.0,1,1,1,0,0,0
8335-12702,267.0,280.5,1,1,1,0,0,0
8336-12701,339.0,33.0,1,1,1,0,0,0
8336-3701,128.0,162.5,1,1,1,0,0,0
8336-3704,160.5,342.5,1,1,1,0,0,0
8336-9101,109.5,105.0,1,1,1,0,0,0
8337-12704,305.0,287.5,1,1,1,0,0,0
8337-12705,129.5,131.5,1,1,1,0,0,0
8337-1901,253.5,259.5,1,1,1,0,0,0
8337-1902,27.0,24.5,1,1,1,0,0,0
8337-6103,170.0,197.5,1,1,1,0,0,0
8337-9102,42.5,42.5,1,1,1,0,0,0
8338-12702,128.0,141.0,1,1,1,0,0,0
8338-12703,306.5,334.0,1,1,1,0,0,0
8338-12704,192.5,179.5,1,1,1,0,0,0
8338-1901,214.0,5.0,1,1,1,0,0,0
8341-12703,140.5,155.5,1,1,1,0,0,0
8341-3701,292.5,306.0,1,1,1,0,0,0
8341-3704,246.0,284.5,1,1,1,0,0,0
8438-12705,202.5,208.0,1,1,1,0,0,0
8439-12704,163.0,169.5,1,1,1,0,0,0
8439-1901,87.0,310.0,1,1,1,0,0,0
8439-1902,243.0,115.5,1,1,1,0,0,0
8439-3702,63.0,43.5,1,1,1,0,0,0
8439-9101,255.5,273.0,1,1,1,0,0,0
8440-3704,49.0,9.5,1,1,1,0,0,0
8442-12701,43.5,33.0,1,1,1,0,0,0
8442-1902,329.5,77.5,1,1,1,0,0,0
8442-3703,191.5,174.5,1,1,1,0,0,0
8443-3704,280.0,277.5,1,1,1,0,0,0
8444-12701,26.5,14.0,1,1,1,0,0,0
8444-12702,300.0,323.5,1,1,1,0,0,0
8444-12703,6.5,7.0,1,1,1,0,0,0
8444-12704,330.5,329.0,1,1,1,0,0,0
8444-12705,19.0,19.5,1,1,1,0,0,0
8445-3703,142.5,161.0,1,1,1,0,0,0
8446-1901,50.0,100.0,1,1,1,0,0,0
8446-6101,77.5,100.5,1,1,1,0,0,0
8446-6104,312.0,349.5,1,1,1,0,0,0
8446-9102,245.0,273.5,1,1,1,0,0,0
8447-12702,303.0,283.0,1,1,1,0,0,0
8447-12704,354.5,67.5,1,1,1,0,0,0
8447-3703,55.5,58.5,1,1,1,0,0,0
8447-6102,104.0,66.0,1,1,1,0,0,0
8447-9101,153.5,120.5,1,1,1,0,0,0
8447-9102,317.5,326.5,1,1,1,0,0,0
8448-12705,257.0,265.5,1,1,1,0,0,0
8448-1901,313.5,338.0,1,1,1,0,0,0
8448-3704,236.0,263.0,1,1,1,0,0,0
8449-12701,6.5,2.5,1,1,1,0,0,0
8449-1902,101.5,113.5,1,1,1,0,0,0
8449-6102,280.0,272.0,1,1,1,0,0,0
8449-6104,254.5,282.5,1,1,1,0,0,0
8450-1901,184.5,208.5,1,1,1,0,0,0
8451-12703,165.5,183.0,1,1,1,0,0,0
8451-3703,276.0,272.5,1,1,1,0,0,0
8451-3704,208.5,204.0,1,1,1,0,0,0
8451-9102,218.5,230.0,1,1,1,0,0,0
8452-12701,32.0,29.0,1,1,1,0,0,0
8452-12704,189.5,183.5,1,1,1,0,0,0
8452-3701,265.0,84.5,1,1,1,0,0,0
8452-6104,22.5,27.5,1,1,1,0,0,0
8453-12702,171.0,165.0,1,1,1,0,0,0
8453-12704,96.0,103.5,1,1,1,0,0,0
8453-1901,46.5,194.0,1,1,1,0,0,0
8453-3701,271.0,116.5,1,1,1,0,0,0
8453-3704,44.0,91.0,1,1,1,0,0,0
8453-6104,23.0,19.0,1,1,1,0,0,0
8454-3704,333.0,345.5,1,1,1,0,0,0
8454-9101,251.5,254.5,1,1,1,0,0,0
8455-12702,212.5,225.0,1,1,1,0,0,0
8455-12705,263.0,246.5,1,1,1,0,0,0
8455-1902,136.5,352.5,1,1,1,0,0,0
8455-9102,83.5,67.5,1,1,1,0,0,0
8456-12701,212.0,217.5,1,1,1,0,0,0
8456-3703,280.5,271.5,1,1,1,0,0,0
8456-6103,108.5,204.5,1,1,1,0,0,0
8456-9101,165.5,166.0,1,1,1,0,0,0
8458-12701,24.0,41.0,1,1,1,0,0,0
8458-12703,30.0,13.5,1,1,1,0,0,0
8458-6101,89.0,76.5,1,1,1,0,0,0
8458-9102,244.5,274.5,1,1,1,0,0,0
8459-1902,96.0,55.0,1,1,1,0,0,0
8459-6102,185.0,164.5,1,1,1,0,0,0
8461-12702,359.0,2.5,1,1,1,0,0,0
8461-12703,72.5,98.0,1,1,1,0,0,0
8461-1901,53.0,95.0,1,1,1,0,0,0
8461-3704,104.5,102.5,1,1,1,0,0,0
8461-9102,62.0,55.5,1,1,1,0,0,0
8462-12702,325.5,325.5,1,1,1,0,0,0
8462-12704,41.5,15.5,1,1,1,0,0,0
8462-1902,3.0,335.5,1,1,1,0,0,0
8462-3704,291.0,142.5,1,1,1,0,0,0
8464-12702,316.0,313.0,1,1,1,0,0,0
8464-12705,334.0,355.5,1,1,1,0,0,0
8464-6103,180.5,138.5,1,1,1,0,0,0
8465-12702,138.5,104.5,1,1,1,0,0,0
8465-9101,60.5,51.0,1,1,1,0,0,0
8466-12701,183.5,199.0,1,1,1,0,0,0
8466-12703,300.0,307.5,1,1,1,0,0,0
8466-9102,55.5,28.0,1,1,1,0,0,0
8481-12705,31.0,51.0,1,1,1,0,0,0
8481-6102,124.5,124.0,1,1,1,0,0,0
8481-9102,156.5,156.0,1,1,1,0,0,0
8482-1901,272.5,14.5,1,1,1,0,0,0
8482-6104,313.5,313.5,1,1,1,0,0,0
8483-12701,222.0,219.5,1,1,1,0,0,0
8483-12702,79.5,65.0,1,1,1,0,0,0
8483-12704,224.0,227.5,1,1,1,0,0,0
8483-1901,149.0,243.5,1,1,1,0,0,0
8484-12705,252.5,257.0,1,1,1,0,0,0
8485-12701,99.5,94.5,1,1,1,0,0,0
8485-12702,44.0,72.5,1,1,1,0,0,0
8485-12705,137.0,133.0,1,1,1,0,0,0
8486-12702,286.0,263.0,1,1,1,0,0,0
8486-12704,275.5,262.5,1,1,1,0,0,0
8486-3702,134.0,110.5,1,1,1,0,0,0
8486-3704,128.5,140.0,1,1,1,0,0,0
8486-6104,191.5,153.5,1,1,1,0,0,0
8547-12705,212.0,212.5,1,1,1,0,0,0
8547-1902,110.0,12.0,1,1,1,0,0,0
8547-3704,15.0,26.0,1,1,1,0,0,0
8548-12702,45.0,46.5,1,1,1,0,0,0
8548-1902,43.5,38.0,1,1,1,0,0,0
8548-9102,164.0,160.0,1,1,1,0,0,0
8549-3702,342.0,8.0,1,1,1,0,0,0
8549-3704,142.5,139.0,1,1,1,0,0,0
8549-6103,261.0,237.5,1,1,1,0,0,0
8550-3703,344.0,51.5,1,1,1,0,0,0
8550-3704,163.0,165.5,1,1,1,0,0,0
8550-6102,245.0,245.0,1,1,1,0,0,0
8550-9101,279.5,261.5,1,1,1,0,0,0
8551-3701,71.5,86.0,1,1,1,0,0,0
8551-3702,314.0,142.0,1,1,1,0,0,0
8551-3703,108.5,248.5,1,1,1,0,0,0
8551-3704,217.5,217.5,1,1,1,0,0,0
8551-6101,306.0,278.0,1,1,1,0,0,0
8551-6104,338.0,343.5,1,1,1,0,0,0
8552-12702,98.5,81.0,1,1,1,0,0,0
8552-12704,21.0,24.5,1,1,1,0,0,0
8552-3702,82.0,72.5,1,1,1,0,0,0
8552-6101,227.5,180.0,1,1,1,0,0,0
8552-9101,290.5,291.0,1,1,1,0,0,0
8552-9102,87.5,92.5,1,1,1,0,0,0
8553-1902,110.5,12.0,1,1,1,0,0,0
8553-6104,158.0,155.0,1,1,1,0,0,0
8554-3703,105.0,101.0,1,1,1,0,0,0
8554-6101,106.0,87.5,1,1,1,0,0,0
8555-6104,74.5,337.0,1,1,1,0,0,0
8566-12703,116.0,120.5,1,1,1,0,0,0
8566-3702,199.0,176.0,1,1,1,0,0,0
8566-6101,44.0,75.0,1,1,1,0,0,0
8566-6102,62.0,57.5,1,1,1,0,0,0
8566-9101,281.0,347.5,1,1,1,0,0,0
8567-1901,64.0,175.0,1,1,1,0,0,0
8567-6103,220.5,165.0,1,1,1,0,0,0
8568-12701,305.0,312.0,1,1,1,0,0,0
8568-1902,101.5,102.0,1,1,1,0,0,0
8568-6102,253.5,229.0,1,1,1,0,0,0
8588-3701,316.0,318.5,1,1,1,0,0,0
8591-3701,31.0,37.5,1,1,1,0,0,0
8591-6101,156.0,222.0,1,1,1,0,0,0
8592-12702,150.5,130.0,1,1,1,0,0,0
8593-1902,223.5,203.5,1,1,1,0,0,0
8593-3702,27.0,24.0,1,1,1,0,0,0
8593-6101,156.5,274.5,1,1,1,0,0,0
8593-9102,7.5,354.0,1,1,1,0,0,0
8595-12703,355.0,14.0,1,1,1,0,0,0
8595-1902,265.5,31.0,1,1,1,0,0,0
8595-6102,226.0,227.0,1,1,1,0,0,0
8595-6104,252.0,230.5,1,1,1,0,0,0
8597-12701,4.5,5.0,1,1,1,0,0,0
8597-3703,223.5,214.5,1,1,1,0,0,0
8597-9101,334.5,343.0,1,1,1,0,0,0
8601-12703,180.0,198.0,1,1,1,0,0,0
8601-3703,346.0,4.5,1,1,1,0,0,0
8601-6101,270.5,254.5,1,1,1,0,0,0
8601-9101,256.5,264.0,1,1,1,0,0,0
8602-12703,46.0,318.5,1,1,1,0,0,0
8602-1901,225.5,209.0,1,1,1,0,0,0
8602-6102,207.0,238.0,1,1,1,0,0,0
8602-6104,236.0,248.5,1,1,1,0,0,0
8603-12701,314.0,314.0,1,1,1,0,0,0
8604-6102,173.5,17.5,1,1,1,0,0,0
8606-1901,95.5,107.0,1,1,1,0,0,0
8611-12705,299.5,282.0,1,1,1,0,0,0
8612-12701,246.5,227.0,1,1,1,0,0,0
8612-6102,34.5,34.0,1,1,1,0,0,0
8612-9101,192.0,192.0,1,1,1,0,0,0
8612-9102,130.5,133.0,1,1,1,0,0,0
8613-12703,21.0,24.5,1,1,1,0,0,0
8613-1902,111.5,90.5,1,1,1,0,0,0
8613-3701,195.0,129.5,1,1,1,0,0,0
8613-3702,171.0,195.0,1,1,1,0,0,0
