plateifu,stellar_pa,halpha_pa,classification,STEL_QUAL,GAS_QUAL,STEL_FEATURE,GAS_FEATURE,GAS_NOTES
8143-6101,289.0,292.5,3,2,2,0,0,0
8143-6102,189.0,200.0,3,2,2,0,0,0
8143-6104,24.0,28.0,3,2,2,0,0,0
8143-9101,72.5,68.5,3,2,2,0,0,0
8143-9102,240.5,238.5,3,2,2,0,0,0
8144-12702,92.0,89.0,3,2,2,0,0,0
8144-12703,213.5,213.0,3,2,2,0,0,0
8144-12705,320.0,315.0,3,2,2,0,0,0
8144-3701,48.0,49.0,3,2,2,0,0,0
8144-3704,197.5,200.0,3,2,2,0,0,0
8144-6104,307.0,306.0,3,2,2,0,0,0
8144-9101,285.0,284.5,3,2,2,0,0,0
8144-9102,31.5,31.5,3,2,2,0,0,0
8145-12701,210.5,220.0,3,2,2,0,0,0
8145-12704,191.0,192.5,3,2,2,0,0,0
8145-1901,124.0,124.0,3,2,2,0,0,0
8145-1902,80.5,83.5,3,2,2,0,0,0
8145-3701,16.0,40.5,3,2,2,0,0,0
8145-3703,84.5,100.0,3,2,2,0,0,0
8145-6103,346.5,345.0,3,2,2,0,0,0
8145-6104,15.0,22.5,3,2,2,0,0,0
8145-9101,254.0,253.0,3,2,2,0,0,0
8146-12701,351.5,351.5,3,2,2,0,0,0
8146-12702,109.5,110.0,3,2,2,0,0,0
8146-12703,342.5,336.0,3,2,2,0,0,0
8146-1901,344.5,336.0,3,2,2,0,0,0
8146-1902,180.5,5.0,3,2,2,0,0,0
8146-3701,55.5,56.5,3,2,2,0,0,0
8146-3702,355.0,11.0,3,2,2,0,0,0
8146-6104,158.0,161.5,3,2,2,0,0,0
8146-9102,20.0,16.5,3,2,2,0,0,0
8147-12703,171.5,176.0,3,2,2,0,0,0
8147-12705,344.0,337.5,3,2,2,0,0,0
8147-3701,106.0,105.5,3,2,2,0,0,0
8147-3702,140.0,129.0,3,2,2,0,0,0
8147-6101,210.5,201.5,3,2,2,0,0,0
8147-6102,274.0,274.0,3,2,2,0,0,0
8147-6103,355.0,356.5,3,2,2,0,0,0
8147-9101,260.5,262.5,3,2,2,0,0,0
8148-12703,21.5,19.5,3,2,2,0,0,0
8148-1902,141.0,143.0,3,2,2,0,0,0
8148-3704,117.0,248.0,3,2,2,0,0,0
8148-6103,146.0,139.0,3,2,2,0,0,0
8148-6104,261.5,260.0,3,2,2,0,0,0
8148-9101,105.0,108.5,3,2,2,0,0,0
8148-9102,56.5,50.0,3,2,2,0,0,0
8149-12701,325.0,286.5,3,2,2,0,0,0
8149-12702,233.5,231.5,3,2,2,0,0,0
8149-12703,133.5,139.0,3,2,2,0,0,0
8149-12704,78.5,306.5,3,2,2,0,0,0
8149-1901,121.0,296.0,3,2,2,0,0,0
8149-3701,99.5,169.5,3,2,2,0,0,0
8149-3702,29.5,18.0,3,2,2,0,0,0
8149-3704,235.5,238.5,3,2,2,0,0,0
8149-6101,39.5,34.0,3,2,2,0,0,0
8149-9102,109.5,116.5,3,2,2,0,0,0
8150-12701,247.5,248.0,3,2,2,0,0,0
8150-12704,228.0,234.0,3,2,2,0,0,0
8150-1902,310.5,309.5,3,2,2,0,0,0
8150-3702,146.5,164.5,3,2,2,0,0,0
8150-6101,55.5,53.5,3,2,2,0,0,0
8150-6102,309.5,309.5,3,2,2,0,0,0
8152-12701,2.0,5.5,3,2,2,0,0,0
8152-12703,122.5,130.0,3,2,2,0,0,0
8152-12705,332.5,336.0,3,2,2,0,0,0
8152-1901,209.0,209.5,3,2,2,0,0,0
8152-3701,248.5,242.5,3,2,2,0,0,0
8152-3702,196.0,190.5,3,2,2,0,0,0
8152-3703,244.5,242.0,3,2,2,0,0,0
8152-6101,295.5,292.5,3,2,2,0,0,0
8152-6102,319.5,316.5,3,2,2,0,0,0
8152-6103,59.5,54.5,3,2,2,0,0,0
8152-6104,248.5,250.5,3,2,2,0,0,0
8152-9101,61.0,62.0,3,2,2,0,0,0
8152-9102,221.5,219.0,3,2,2,0,0,0
8153-1901,26.5,31.5,3,2,2,0,0,0
8153-6102,48.5,45.5,3,2,2,0,0,0
8153-9102,243.5,244.0,3,2,2,0,0,0
8154-12701,331.5,329.5,3,2,2,0,0,0
8154-12704,18.0,19.0,3,2,2,0,0,0
8154-12705,3.5,1.0,3,2,2,0,0,0
8154-3701,109.0,107.0,3,2,2,0,0,0
8154-3703,148.0,137.0,3,2,2,0,0,0
8154-3704,278.0,280.5,3,2,2,0,0,0
8154-6102,36.5,38.0,3,2,2,0,0,0
8154-6103,131.0,113.5,3,2,2,0,0,0
8154-9101,173.0,164.0,3,2,2,0,0,0
8154-9102,3.5,3.5,3,2,2,0,0,0
8155-12701,159.0,163.0,3,2,2,0,0,0
8155-3702,273.5,94.5,3,2,2,0,0,0
8155-3703,40.0,31.0,3,2,2,0,0,0
8155-6101,155.0,143.5,3,2,2,0,0,0
8155-6102,251.0,249.5,3,2,2,0,0,0
8155-6103,89.0,86.5,3,2,2,0,0,0
8155-6104,125.5,127.5,3,2,2,0,0,0
8155-9102,202.5,204.5,3,2,2,0,0,0
8156-12705,279.0,287.0,3,2,2,0,0,0
8156-3702,64.0,224.5,3,2,2,0,0,0
8156-3703,274.0,261.0,3,2,2,0,0,0
8156-6102,342.5,350.0,3,2,2,0,0,0
8156-9102,358.0,344.0,3,2,2,0,0,0
8158-12701,14.5,16.5,3,2,2,0,0,0
8158-12702,268.0,274.5,3,2,2,0,0,0
8158-12705,73.5,69.5,3,2,2,0,0,0
8158-3701,287.5,295.5,3,2,2,0,0,0
8158-6102,179.0,185.5,3,2,2,0,0,0
8158-9102,125.0,122.0,3,2,2,0,0,0
8239-12702,310.5,308.0,3,2,2,0,0,0
8239-12704,254.5,256.5,3,2,2,0,0,0
8239-12705,89.0,79.5,3,2,2,0,0,0
8239-6101,309.5,313.5,3,2,2,0,0,0
8239-6102,259.0,251.0,3,2,2,0,0,0
8239-9101,328.5,324.5,3,2,2,0,0,0
8239-9102,186.0,181.0,3,2,2,0,0,0
8241-12702,153.0,152.0,3,2,2,0,0,0
8241-12703,10.5,8.5,3,2,2,0,0,0
8241-12704,326.0,323.0,3,2,2,0,0,0
8241-3703,158.0,157.0,3,2,2,0,0,0
8241-3704,95.0,92.0,3,2,2,0,0,0
8241-6102,116.5,119.0,3,2,2,0,0,0
8241-9101,98.5,99.0,3,2,2,0,0,0
8241-9102,261.5,256.0,3,2,2,0,0,0
8243-12701,80.5,81.0,3,2,2,0,0,0
8243-12704,24.0,25.5,3,2,2,0,0,0
8243-12705,87.0,79.5,3,2,2,0,0,0
8243-1901,26.0,27.5,3,2,2,0,0,0
8243-6102,174.0,181.0,3,2,2,0,0,0
8243-9101,327.5,316.0,3,2,2,0,0,0
8243-9102,239.5,238.0,3,2,2,0,0,0
8244-12703,48.5,62.5,3,2,2,0,0,0
8244-12704,164.0,160.5,3,2,2,0,0,0
8244-12705,91.5,85.0,3,2,2,0,0,0
8244-1902,232.0,223.0,3,2,2,0,0,0
8244-3701,105.5,195.0,3,2,2,0,0,0
8244-3702,248.5,254.0,3,2,2,0,0,0
8244-3703,73.5,151.5,3,2,2,0,0,0
8244-6101,260.0,256.0,3,2,2,0,0,0
8244-6102,191.0,190.0,3,2,2,0,0,0
8244-9101,355.5,353.0,3,2,2,0,0,0
8245-12701,220.0,222.0,3,2,2,0,0,0
8245-12702,194.5,194.0,3,2,2,0,0,0
8245-12703,285.0,285.0,3,2,2,0,0,0
8245-12705,358.5,354.0,3,2,2,0,0,0
8245-1902,255.0,251.0,3,2,2,0,0,0
8245-3704,333.5,96.0,3,2,2,0,0,0
8245-6102,71.5,71.0,3,2,2,0,0,0
8245-9101,139.0,140.5,3,2,2,0,0,0
8247-12702,88.0,95.0,3,2,2,0,0,0
8247-12703,262.5,264.5,3,2,2,0,0,0
8247-12704,154.5,157.5,3,2,2,0,0,0
8247-12705,165.5,174.5,3,2,2,0,0,0
8247-1901,263.5,11.0,3,2,2,0,0,0
8247-3701,226.5,231.5,3,2,2,0,0,0
8247-3703,8.0,10.0,3,2,2,0,0,0
8247-6101,28.5,10.0,3,2,2,0,0,0
8247-6102,220.0,226.0,3,2,2,0,0,0
8247-6103,241.5,72.0,3,2,2,0,0,0
8247-6104,85.5,98.0,3,2,2,0,0,0
8247-9101,12.0,14.5,3,2,2,0,0,0
8248-12702,238.0,235.5,3,2,2,0,0,0
8248-12703,278.5,279.0,3,2,2,0,0,0
8248-12704,315.5,312.0,3,2,2,0,0,0
8248-12705,144.0,150.5,3,2,2,0,0,0
8248-1901,268.5,264.5,3,2,2,0,0,0
8248-1902,357.5,16.0,3,2,2,0,0,0
8248-3703,65.0,63.5,3,2,2,0,0,0
8249-12701,256.5,251.5,3,2,2,0,0,0
8249-12703,17.0,17.0,3,2,2,0,0,0
8249-12704,284.5,283.5,3,2,2,0,0,0
8249-3702,232.5,226.5,3,2,2,0,0,0
8249-3703,171.0,159.5,3,2,2,0,0,0
8249-3704,59.0,49.0,3,2,2,0,0,0
8249-6101,247.5,245.0,3,2,2,0,0,0
8249-6102,311.0,314.0,3,2,2,0,0,0
8249-9101,89.0,91.5,3,2,2,0,0,0
8250-12702,31.0,33.5,3,2,2,0,0,0
8250-12705,221.0,232.5,3,2,2,0,0,0
8250-1902,103.5,190.0,3,2,2,0,0,0
8250-3701,271.0,286.5,3,2,2,0,0,0
8250-3704,18.5,22.5,3,2,2,0,0,0
8250-6101,219.0,210.5,3,2,2,0,0,0
8250-6102,92.5,101.0,3,2,2,0,0,0
8250-6103,311.5,320.5,3,2,2,0,0,0
8250-6104,317.5,311.0,3,2,2,0,0,0
8250-9102,50.0,75.5,3,2,2,0,0,0
8252-12702,104.5,102.5,3,2,2,0,0,0
8252-12703,173.5,177.5,3,2,2,0,0,0
8252-12704,179.0,183.5,3,2,2,0,0,0
8252-12705,288.0,288.5,3,2,2,0,0,0
8252-3701,111.5,114.5,3,2,2,0,0,0
8252-3703,67.0,76.0,3,2,2,0,0,0
8252-6101,219.0,210.5,3,2,2,0,0,0
8252-6102,234.0,235.0,3,2,2,0,0,0
8252-6104,221.0,224.0,3,2,2,0,0,0
8252-9102,1.0,3.0,3,2,2,0,0,0
8253-12701,131.0,126.5,3,2,2,0,0,0
8253-12703,188.5,195.5,3,2,2,0,0,0
8253-3702,1.5,3.0,3,2,2,0,0,0
8253-3703,48.5,52.0,3,2,2,0,0,0
8253-6101,47.5,57.0,3,2,2,0,0,0
8253-6104,323.5,323.5,3,2,2,0,0,0
8253-9102,49.5,50.0,3,2,2,0,0,0
8254-12701,234.0,235.0,3,2,2,0,0,0
8254-12704,69.0,74.5,3,2,2,0,0,0
8254-12705,153.5,145.5,3,2,2,0,0,0
8254-1902,306.5,130.0,3,2,2,0,0,0
8254-3703,57.5,26.5,3,2,2,0,0,0
8254-3704,297.0,295.0,3,2,2,0,0,0
8254-6102,155.5,151.5,3,2,2,0,0,0
8255-12701,80.0,77.5,3,2,2,0,0,0
8255-12702,95.0,98.5,3,2,2,0,0,0
8255-12703,288.0,288.5,3,2,2,0,0,0
8255-12704,219.0,219.0,3,2,2,0,0,0
8255-12705,58.0,59.0,3,2,2,0,0,0
8255-1901,3.0,359.0,3,2,2,0,0,0
8256-12701,284.5,272.5,3,2,2,0,0,0
8256-12702,265.5,255.0,3,2,2,0,0,0
8256-6101,132.0,133.5,3,2,2,0,0,0
8257-12701,276.0,269.5,3,2,2,0,0,0
8257-12702,190.0,192.5,3,2,2,0,0,0
8257-12703,115.0,115.0,3,2,2,0,0,0
8257-12705,6.5,3.5,3,2,2,0,0,0
8257-1902,257.5,260.5,3,2,2,0,0,0
8257-3701,178.5,173.0,3,2,2,0,0,0
8257-3703,156.0,151.5,3,2,2,0,0,0
8257-6101,341.0,339.0,3,2,2,0,0,0
8257-6102,104.0,101.0,3,2,2,0,0,0
8257-6103,316.0,314.5,3,2,2,0,0,0
8257-9101,97.5,94.0,3,2,2,0,0,0
8257-9102,58.0,58.5,3,2,2,0,0,0
8258-12701,297.5,295.5,3,2,2,0,0,0
8258-12702,119.5,119.0,3,2,2,0,0,0
8258-12703,223.5,223.5,3,2,2,0,0,0
8258-12704,297.5,298.0,3,2,2,0,0,0
8258-12705,345.0,347.0,3,2,2,0,0,0
8258-1901,153.5,149.5,3,2,2,0,0,0
8258-1902,242.5,238.5,3,2,2,0,0,0
8258-3701,57.5,52.5,3,2,2,0,0,0
8258-3704,63.0,80.5,3,2,2,0,0,0
8258-6102,68.0,68.5,3,2,2,0,0,0
8258-9101,119.5,130.0,3,2,2,0,0,0
8258-9102,156.0,150.0,3,2,2,0,0,0
8259-12701,331.5,321.0,3,2,2,0,0,0
8259-12702,168.5,175.5,3,2,2,0,0,0
8259-1902,269.0,269.5,3,2,2,0,0,0
8259-3702,65.0,61.0,3,2,2,0,0,0
8259-3704,203.5,209.0,3,2,2,0,0,0
8259-6102,124.0,122.5,3,2,2,0,0,0
8259-6103,219.0,219.5,3,2,2,0,0,0
8259-9102,200.0,200.5,3,2,2,0,0,0
8260-12701,312.0,313.5,3,2,2,0,0,0
8260-12703,66.0,64.0,3,2,2,0,0,0
8260-12704,330.0,328.0,3,2,2,0,0,0
8260-12705,57.5,62.0,3,2,2,0,0,0
8260-6101,292.5,292.5,3,2,2,0,0,0
8260-6102,226.5,226.0,3,2,2,0,0,0
8260-6104,86.5,94.0,3,2,2,0,0,0
8260-9101,283.5,284.0,3,2,2,0,0,0
8261-12705,187.0,185.0,3,2,2,0,0,0
8261-1901,42.0,55.5,3,2,2,0,0,0
8261-3701,186.0,186.5,3,2,2,0,0,0
8261-6102,189.5,187.0,3,2,2,0,0,0
8261-6103,32.0,26.5,3,2,2,0,0,0
8262-12701,62.0,58.5,3,2,2,0,0,0
8262-12702,120.5,114.0,3,2,2,0,0,0
8262-12704,234.5,233.0,3,2,2,0,0,0
8262-12705,217.5,219.0,3,2,2,0,0,0
8262-1901,67.5,56.5,3,2,2,0,0,0
8262-3701,153.5,118.5,3,2,2,0,0,0
8262-3702,140.5,142.0,3,2,2,0,0,0
8262-3703,255.5,256.0,3,2,2,0,0,0
8262-3704,354.5,12.0,3,2,2,0,0,0
8262-6101,52.0,48.0,3,2,2,0,0,0
8262-6102,204.0,206.0,3,2,2,0,0,0
8262-6104,306.0,317.5,3,2,2,0,0,0
8262-9101,164.0,164.5,3,2,2,0,0,0
8262-9102,96.5,85.5,3,2,2,0,0,0
8263-12701,236.0,237.5,3,2,2,0,0,0
8263-12702,136.5,134.0,3,2,2,0,0,0
8263-12703,72.0,68.5,3,2,2,0,0,0
8263-12705,298.0,296.0,3,2,2,0,0,0
8263-3701,264.5,247.5,3,2,2,0,0,0
8263-3703,224.0,218.5,3,2,2,0,0,0
8263-6101,301.0,294.0,3,2,2,0,0,0
8263-6102,22.0,33.5,3,2,2,0,0,0
8263-6103,309.0,316.0,3,2,2,0,0,0
8263-6104,174.5,173.0,3,2,2,0,0,0
8263-9101,66.0,64.5,3,2,2,0,0,0
8274-12701,282.5,272.0,3,2,2,0,0,0
8274-12703,308.0,323.0,3,2,2,0,0,0
8274-3704,205.5,211.0,3,2,2,0,0,0
8274-6101,132.0,132.5,3,2,2,0,0,0
8274-6102,50.0,30.0,3,2,2,0,0,0
8274-6104,202.5,14.0,3,2,2,0,0,0
8309-12701,169.5,171.5,3,2,2,0,0,0
8309-12705,21.0,22.0,3,2,2,0,0,0
8309-3702,28.5,25.5,3,2,2,0,0,0
8309-6101,242.0,245.0,3,2,2,0,0,0
8309-6104,242.0,246.5,3,2,2,0,0,0
8309-9102,123.5,126.0,3,2,2,0,0,0
8311-12701,354.5,354.0,3,2,2,0,0,0
8311-12702,94.0,78.5,3,2,2,0,0,0
8311-12703,142.0,142.0,3,2,2,0,0,0
8311-12705,51.5,51.5,3,2,2,0,0,0
8311-1901,23.5,207.0,3,2,2,0,0,0
8311-3702,314.0,305.0,3,2,2,0,0,0
8311-3703,129.0,128.0,3,2,2,0,0,0
8311-3704,206.0,205.5,3,2,2,0,0,0
8311-6104,265.5,271.5,3,2,2,0,0,0
8312-12702,276.0,277.5,3,2,2,0,0,0
8312-12703,129.5,130.0,3,2,2,0,0,0
8312-12704,210.5,205.0,3,2,2,0,0,0
8312-12705,281.0,279.0,3,2,2,0,0,0
8312-3702,3.5,9.0,3,2,2,0,0,0
8312-6102,110.0,110.0,3,2,2,0,0,0
8312-6104,104.5,105.5,3,2,2,0,0,0
8313-12701,131.5,131.5,3,2,2,0,0,0
8313-12702,32.0,28.0,3,2,2,0,0,0
8313-12703,154.0,155.5,3,2,2,0,0,0
8313-12704,131.0,130.5,3,2,2,0,0,0
8313-12705,168.5,171.0,3,2,2,0,0,0
8313-3703,266.5,266.5,3,2,2,0,0,0
8313-6102,243.5,299.5,3,2,2,0,0,0
8313-6104,113.0,113.0,3,2,2,0,0,0
8313-9101,292.5,290.5,3,2,2,0,0,0
8313-9102,222.5,221.5,3,2,2,0,0,0
8314-12701,305.0,306.0,3,2,2,0,0,0
8314-12702,338.5,319.5,3,2,2,0,0,0
8314-12703,321.0,322.0,3,2,2,0,0,0
8314-12704,42.0,42.5,3,2,2,0,0,0
8314-12705,223.0,223.0,3,2,2,0,0,0
8314-1902,353.5,147.0,3,2,2,0,0,0
8314-3702,346.5,168.0,3,2,2,0,0,0
8314-3704,316.5,133.5,3,2,2,0,0,0
8314-6101,106.5,103.5,3,2,2,0,0,0
8314-9101,232.0,235.5,3,2,2,0,0,0
8315-12703,122.0,120.5,3,2,2,0,0,0
8315-12704,351.5,353.5,3,2,2,0,0,0
8315-12705,7.5,3.0,3,2,2,0,0,0
8315-3701,346.0,338.5,3,2,2,0,0,0
8315-6101,343.0,341.0,3,2,2,0,0,0
8315-6103,224.0,229.5,3,2,2,0,0,0
8315-9101,91.0,104.5,3,2,2,0,0,0
8315-9102,235.0,231.5,3,2,2,0,0,0
8317-12703,25.5,20.0,3,2,2,0,0,0
8317-12704,101.5,106.0,3,2,2,0,0,0
8317-12705,145.0,145.0,3,2,2,0,0,0
8317-3701,142.5,291.5,3,2,2,0,0,0
8317-6101,40.5,53.5,3,2,2,0,0,0
8317-6102,218.0,218.5,3,2,2,0,0,0
8317-9101,227.5,226.0,3,2,2,0,0,0
8317-9102,142.0,121.5,3,2,2,0,0,0
8318-12701,348.0,333.5,3,2,2,0,0,0
8318-12702,308.5,314.5,3,2,2,0,0,0
8318-12703,54.0,57.0,3,2,2,0,0,0
8318-12704,102.5,104.0,3,2,2,0,0,0
8318-12705,171.5,174.5,3,2,2,0,0,0
8318-1901,117.0,302.5,3,2,2,0,0,0
8318-1902,320.5,160.0,3,2,2,0,0,0
8318-3702,283.5,291.5,3,2,2,0,0,0
8318-3703,132.0,134.0,3,2,2,0,0,0
8318-3704,248.5,53.5,3,2,2,0,0,0
8318-6101,334.0,329.5,3,2,2,0,0,0
8318-6104,180.5,179.0,3,2,2,0,0,0
8318-9101,112.0,112.5,3,2,2,0,0,0
8318-9102,56.0,55.5,3,2,2,0,0,0
8319-12702,270.5,271.0,3,2,2,0,0,0
8319-12704,115.5,116.0,3,2,2,0,0,0
8319-12705,21.0,19.5,3,2,2,0,0,0
8319-3701,49.5,54.5,3,2,2,0,0,0
8319-3703,80.5,80.5,3,2,2,0,0,0
8319-3704,191.5,194.5,3,2,2,0,0,0
8319-6102,244.0,245.0,3,2,2,0,0,0
8319-6103,267.0,269.5,3,2,2,0,0,0
8319-9101,262.0,259.0,3,2,2,0,0,0
8320-12701,42.5,56.5,3,2,2,0,0,0
8320-12702,254.5,245.0,3,2,2,0,0,0
8320-12704,199.0,196.5,3,2,2,0,0,0
8320-12705,22.5,22.5,3,2,2,0,0,0
8320-1901,332.5,217.5,3,2,2,0,0,0
8320-3702,88.5,95.5,3,2,2,0,0,0
8320-3704,302.5,304.0,3,2,2,0,0,0
8320-6101,7.5,8.5,3,2,2,0,0,0
8320-6103,313.5,93.0,3,2,2,0,0,0
8320-9101,271.0,266.5,3,2,2,0,0,0
8320-9102,111.0,111.0,3,2,2,0,0,0
8322-12701,103.5,111.5,3,2,2,0,0,0
8322-12704,356.5,355.5,3,2,2,0,0,0
8322-12705,320.0,319.0,3,2,2,0,0,0
8322-1901,278.0,287.5,3,2,2,0,0,0
8322-3701,323.5,319.0,3,2,2,0,0,0
8322-6101,221.0,228.5,3,2,2,0,0,0
8322-6102,262.5,265.0,3,2,2,0,0,0
8322-6103,262.5,265.0,3,2,2,0,0,0
8322-6104,60.5,62.0,3,2,2,0,0,0
8322-9102,352.0,352.5,3,2,2,0,0,0
8323-12703,124.0,138.0,3,2,2,0,0,0
8323-12704,252.0,236.0,3,2,2,0,0,0
8323-12705,130.5,119.5,3,2,2,0,0,0
8323-1901,134.0,170.0,3,2,2,0,0,0
8323-3702,165.0,167.5,3,2,2,0,0,0
8323-3703,5.5,9.0,3,2,2,0,0,0
8323-3704,13.5,20.0,3,2,2,0,0,0
8323-6101,83.5,82.0,3,2,2,0,0,0
8323-9102,69.0,91.0,3,2,2,0,0,0
8324-12701,306.0,312.5,3,2,2,0,0,0
8324-12702,69.0,70.0,3,2,2,0,0,0
8324-12703,161.5,161.0,3,2,2,0,0,0
8324-12704,134.0,123.0,3,2,2,0,0,0
8324-1902,77.5,63.5,3,2,2,0,0,0
8324-3702,334.0,335.0,3,2,2,0,0,0
8324-6102,171.5,168.0,3,2,2,0,0,0
8324-6103,5.5,7.5,3,2,2,0,0,0
8324-9101,101.5,103.0,3,2,2,0,0,0
8324-9102,212.5,194.5,3,2,2,0,0,0
8325-12701,231.0,226.0,3,2,2,0,0,0
8325-12703,99.5,100.5,3,2,2,0,0,0
8325-12705,275.0,278.0,3,2,2,0,0,0
8325-3701,209.0,215.0,3,2,2,0,0,0
8325-3702,74.5,82.5,3,2,2,0,0,0
8325-3703,303.5,310.0,3,2,2,0,0,0
8325-3704,87.0,296.0,3,2,2,0,0,0
8325-9101,193.5,193.0,3,2,2,0,0,0
8325-9102,52.5,49.5,3,2,2,0,0,0
8326-12701,97.5,99.5,3,2,2,0,0,0
8326-12702,81.0,85.5,3,2,2,0,0,0
8326-12703,46.0,35.0,3,2,2,0,0,0
8326-12704,144.0,133.5,3,2,2,0,0,0
8326-1902,90.0,99.5,3,2,2,0,0,0
8326-3701,83.5,242.0,3,2,2,0,0,0
8326-6102,327.5,328.0,3,2,2,0,0,0
8326-9102,68.0,69.0,3,2,2,0,0,0
8328-12701,350.5,349.0,3,2,2,0,0,0
8328-12702,93.5,107.5,3,2,2,0,0,0
8328-12704,27.5,34.0,3,2,2,0,0,0
8328-12705,76.0,87.5,3,2,2,0,0,0
8328-1901,111.5,286.5,3,2,2,0,0,0
8328-1902,93.0,105.0,3,2,2,0,0,0
8328-3701,281.0,291.0,3,2,2,0,0,0
8328-9102,243.0,249.5,3,2,2,0,0,0
8329-12701,134.5,136.0,3,2,2,0,0,0
8329-12703,282.5,295.0,3,2,2,0,0,0
8329-12704,292.0,300.0,3,2,2,0,0,0
8329-1901,82.0,241.0,3,2,2,0,0,0
8329-3702,228.0,216.5,3,2,2,0,0,0
8329-6103,207.5,207.5,3,2,2,0,0,0
8329-6104,97.0,94.5,3,2,2,0,0,0
8330-12701,265.5,272.0,3,2,2,0,0,0
8330-12703,67.0,64.0,3,2,2,0,0,0
8330-12704,131.5,131.5,3,2,2,0,0,0
8330-1901,47.5,356.0,3,2,2,0,0,0
8330-1902,93.5,90.0,3,2,2,0,0,0
8330-3702,330.5,332.0,3,2,2,0,0,0
8330-3704,317.5,322.5,3,2,2,0,0,0
8330-6102,353.0,349.5,3,2,2,0,0,0
8330-6103,6.5,9.5,3,2,2,0,0,0
8330-9101,110.0,112.0,3,2,2,0,0,0
8330-9102,229.5,228.5,3,2,2,0,0,0
8331-12702,31.0,29.0,3,2,2,0,0,0
8331-12704,126.5,127.5,3,2,2,0,0,0
8331-12705,182.0,184.0,3,2,2,0,0,0
8331-1901,16.0,18.0,3,2,2,0,0,0
8331-1902,76.0,81.0,3,2,2,0,0,0
8331-3703,88.5,89.0,3,2,2,0,0,0
8331-3704,295.0,295.0,3,2,2,0,0,0
8331-6101,72.5,53.0,3,2,2,0,0,0
8331-6102,335.5,338.0,3,2,2,0,0,0
8331-6104,244.0,230.0,3,2,2,0,0,0
8332-12701,55.5,45.5,3,2,2,0,0,0
8332-12703,162.5,165.0,3,2,2,0,0,0
8332-12705,146.0,145.5,3,2,2,0,0,0
8332-1902,80.0,63.0,3,2,2,0,0,0
8332-3702,277.0,278.5,3,2,2,0,0,0
8332-3704,61.5,237.0,3,2,2,0,0,0
8332-6102,351.0,332.0,3,2,2,0,0,0
8332-6103,168.5,169.5,3,2,2,0,0,0
8332-6104,324.0,324.0,3,2,2,0,0,0
8332-9101,247.5,245.0,3,2,2,0,0,0
8332-9102,162.0,170.5,3,2,2,0,0,0
8333-12703,239.5,240.0,3,2,2,0,0,0
8333-3701,326.5,327.5,3,2,2,0,0,0
8333-3702,33.0,30.0,3,2,2,0,0,0
8333-6102,241.5,241.0,3,2,2,0,0,0
8334-12703,195.5,197.0,3,2,2,0,0,0
8334-3702,199.5,198.5,3,2,2,0,0,0
8334-6102,223.0,223.0,3,2,2,0,0,0
8334-9102,307.0,312.0,3,2,2,0,0,0
8335-12701,78.5,84.5,3,2,2,0,0,0
8335-12703,247.5,237.0,3,2,2,0,0,0
8335-12705,261.0,262.0,3,2,2,0,0,0
8335-3701,183.5,185.5,3,2,2,0,0,0
8335-3702,6.0,28.0,3,2,2,0,0,0
8335-3704,111.5,119.5,3,2,2,0,0,0
8335-6102,87.0,82.5,3,2,2,0,0,0
8335-6104,347.5,334.0,3,2,2,0,0,0
8335-9102,165.5,191.5,3,2,2,0,0,0
8336-12702,255.5,252.5,3,2,2,0,0,0
8336-12703,44.0,42.0,3,2,2,0,0,0
8336-12704,176.0,173.5,3,2,2,0,0,0
8336-12705,135.5,137.0,3,2,2,0,0,0
8336-3703,22.0,20.0,3,2,2,0,0,0
8336-6101,71.5,67.0,3,2,2,0,0,0
8336-6102,23.5,26.5,3,2,2,0,0,0
8336-9102,344.0,338.5,3,2,2,0,0,0
8337-12701,14.0,359.5,3,2,2,0,0,0
8337-12702,303.5,308.0,3,2,2,0,0,0
8337-12703,83.5,96.5,3,2,2,0,0,0
8337-3703,309.0,307.5,3,2,2,0,0,0
8337-6101,27.0,20.5,3,2,2,0,0,0
8337-6104,185.5,187.0,3,2,2,0,0,0
8337-9101,17.5,4.0,3,2,2,0,0,0
8338-12701,108.5,94.5,3,2,2,0,0,0
8338-1902,219.5,2.5,3,2,2,0,0,0
8338-3702,65.0,85.0,3,2,2,0,0,0
8338-3704,303.0,300.0,3,2,2,0,0,0
8338-6101,118.5,110.5,3,2,2,0,0,0
8338-6102,267.0,270.0,3,2,2,0,0,0
8338-6103,229.5,227.0,3,2,2,0,0,0
8338-6104,151.5,159.5,3,2,2,0,0,0
8338-9101,157.5,159.5,3,2,2,0,0,0
8341-12701,339.0,341.0,3,2,2,0,0,0
8341-12704,251.0,251.0,3,2,2,0,0,0
8341-12705,271.0,276.5,3,2,2,0,0,0
8341-1901,277.0,38.5,3,2,2,0,0,0
8341-1902,243.5,248.5,3,2,2,0,0,0
8341-3702,163.0,165.5,3,2,2,0,0,0
8341-6101,22.5,21.0,3,2,2,0,0,0
8341-6102,95.5,94.0,3,2,2,0,0,0
8341-6103,127.5,139.0,3,2,2,0,0,0
8341-9101,2.5,8.0,3,2,2,0,0,0
8341-9102,17.5,17.5,3,2,2,0,0,0
8438-12702,272.0,272.0,3,2,2,0,0,0
8438-12704,232.5,235.5,3,2,2,0,0,0
8438-1901,59.0,99.5,3,2,2,0,0,0
8438-1902,271.5,268.5,3,2,2,0,0,0
