plateifu,stellar_pa,halpha_pa,classification,STEL_QUAL,GAS_QUAL,STEL_FEATURE,GAS_FEATURE,GAS_NOTES
8097-3701,28.5,23.0,2,2,0,0,0,1
8097-3702,31.0,338.5,2,2,0,0,0,1
8097-6104,207.5,184.5,2,1,0,0,0,1
8131-1902,89.0,346.5,2,1,0,0,0,1
8131-3702,88.5,175.0,2,1,0,0,0,1
8131-3703,87.0,338.5,2,1,0,0,0,3
8131-6102,67.0,321.5,2,1,0,0,0,2
8131-6103,222.5,342.5,2,1,0,0,0,1
8132-6104,268.0,293.5,2,1,0,0,0,2
8132-9102,278.0,156.0,2,1,0,0,0,2
8133-1902,165.0,124.0,2,1,0,0,0,1
8133-3703,117.5,210.5,2,2,0,0,0,1
8133-6104,112.0,66.5,2,2,0,0,0,3
8134-3703,314.0,27.5,2,2,0,0,0,1
8134-3704,355.5,303.5,2,1,0,0,0,3
8135-3701,1.0,345.5,2,1,0,0,0,3
8135-3702,25.0,9.0,2,1,0,0,0,0
8135-6102,226.5,261.5,2,2,0,0,0,3
8137-6102,177.5,257.0,2,2,0,0,0,1
8138-3703,96.5,158.5,2,2,0,0,0,1
8139-3701,52.0,323.0,2,2,0,0,0,1
8139-6102,14.5,12.5,2,1,0,0,0,1
8140-12701,64.0,338.0,2,2,0,0,0,1
8141-1902,350.5,288.5,2,2,0,0,0,1
8141-3703,169.5,166.5,2,2,0,0,0,1
8141-6101,173.5,178.5,2,2,0,0,0,3
8143-3701,231.0,22.0,2,2,0,0,0,3
8143-3703,128.0,8.0,2,2,0,0,0,3
8145-3704,89.0,322.5,2,1,0,0,0,1
8146-3703,258.5,330.5,2,2,0,0,0,0
8148-1901,215.0,226.5,2,2,0,0,0,3
8148-3701,182.5,105.5,2,1,0,0,0,3
8148-3703,63.0,108.5,2,1,0,0,0,3
8148-6101,343.5,10.0,2,1,0,0,0,3
8149-1902,346.5,152.0,2,2,0,0,0,1
8149-3703,294.5,170.0,2,1,0,0,0,3
8152-1902,311.0,161.0,2,1,0,0,0,1
8153-1902,74.5,236.5,2,1,0,0,0,1
8153-3701,176.0,7.0,2,1,0,0,0,1
8153-3702,138.0,129.5,2,1,0,0,0,0
8153-3704,254.0,298.5,2,1,0,0,0,2
8153-6103,283.5,318.0,2,2,0,0,0,3
8153-6104,38.5,67.5,2,1,0,0,0,3
8154-1901,210.5,118.0,2,2,0,0,0,1
8154-1902,275.5,62.0,2,2,0,0,0,1
8154-6101,352.0,301.5,2,1,0,0,0,0
8155-3704,275.0,229.5,2,1,0,0,0,3
8156-1902,267.5,248.0,2,2,0,0,0,1
8156-6101,108.0,277.0,2,1,0,0,0,2
8158-1902,63.5,270.5,2,2,0,0,0,1
8158-6101,262.0,10.5,2,2,0,0,0,2
8239-3703,280.0,337.0,2,1,0,0,0,2
8239-6104,38.5,333.0,2,2,0,0,0,2
8241-1901,164.5,172.0,2,2,0,0,0,3
8241-3702,254.5,296.0,2,2,0,0,0,2
8243-1902,19.0,227.5,2,2,0,0,0,1
8243-3701,195.0,117.0,2,1,0,0,0,2
8243-3703,271.5,329.5,2,2,0,0,0,1
8243-3704,107.5,19.5,2,2,0,0,0,1
8243-6103,191.0,91.5,2,2,0,0,0,1
8243-6104,236.0,40.0,2,2,0,0,0,3
8244-6104,253.5,40.0,2,2,0,0,0,1
8245-6103,141.5,136.0,2,1,0,0,0,0
8245-6104,78.5,73.0,2,2,0,0,0,1
8247-1902,188.5,153.5,2,1,0,0,0,1
8247-3702,135.0,255.0,2,2,0,0,0,1
8248-3704,55.0,104.0,2,2,0,0,0,1
8248-6102,327.0,85.0,2,1,0,0,0,3
8248-9102,67.0,244.0,2,1,0,0,0,1
8249-3701,138.0,28.0,2,1,0,0,0,1
8250-1901,195.5,178.5,2,1,0,0,0,1
8250-3702,241.0,317.0,2,1,0,0,0,1
8252-1901,106.5,203.0,2,1,0,0,0,1
8252-3702,313.5,11.0,2,1,0,0,0,2
8252-3704,320.0,177.0,2,1,0,0,0,3
8253-3701,7.5,82.0,2,2,0,0,0,1
8253-6103,47.5,287.5,2,1,0,0,0,2
8254-3701,295.5,26.0,2,1,0,0,0,2
8254-3702,107.5,151.5,2,1,0,0,0,2
8255-1902,80.5,98.0,2,2,0,0,0,1
8255-3703,276.5,296.5,2,1,0,0,0,3
8256-1901,130.0,320.0,2,1,0,0,0,1
8256-3701,172.5,164.0,2,1,0,0,0,1
8256-3702,227.5,87.5,2,2,0,0,0,1
8256-3703,277.5,285.0,2,2,0,0,0,3
8256-3704,206.5,169.5,2,1,0,0,0,0
8256-6103,50.0,355.0,2,1,0,0,0,1
8256-6104,206.0,356.5,2,2,0,0,0,3
8257-12704,185.0,295.0,2,1,0,0,0,1
8258-3703,1.5,322.5,2,2,0,0,0,1
8259-3701,47.5,272.0,2,2,0,0,0,1
8259-3703,268.5,197.0,2,2,0,0,0,3
8260-3701,69.5,100.5,2,2,0,0,0,1
8260-3702,342.0,342.5,2,2,0,0,0,1
8260-9102,38.0,57.0,2,1,0,0,0,1
8261-1902,313.0,358.0,2,2,0,0,0,1
8261-3702,350.0,193.0,2,1,0,0,0,2
8261-6101,274.5,85.5,2,1,0,0,0,1
8261-6104,284.0,312.0,2,1,0,0,0,3
8262-6103,24.0,341.5,2,2,0,0,0,1
8263-1902,315.5,279.5,2,2,0,0,0,1
8263-3702,337.0,64.5,2,1,0,0,0,1
8274-1901,114.5,299.0,2,1,0,0,0,1
8274-3701,173.0,183.0,2,2,0,0,0,1
8274-3702,217.0,273.0,2,2,0,0,0,1
8309-1902,13.5,207.5,2,2,0,0,0,1
8309-3701,178.0,104.0,2,2,0,0,0,1
8309-3704,16.0,47.0,2,2,0,0,0,1
8311-1902,193.0,276.5,2,2,0,0,0,2
8311-6102,69.0,50.0,2,2,0,0,0,1
8312-1901,302.0,268.0,2,1,0,0,0,3
8312-1902,147.0,260.0,2,2,0,0,0,1
8312-3701,73.5,58.5,2,2,0,0,0,1
8312-3703,209.5,236.5,2,2,0,0,0,1
8312-3704,65.5,198.0,2,2,0,0,0,1
8312-9101,126.0,19.0,2,2,0,0,0,1
8313-3702,68.5,246.5,2,2,0,0,0,1
8314-1901,106.5,230.0,2,1,0,0,0,1
8314-3703,156.0,172.0,2,2,0,0,0,1
8314-9102,128.0,216.0,2,2,0,0,0,1
8315-1901,34.0,233.5,2,2,0,0,0,2
8315-1902,213.5,302.0,2,2,0,0,0,1
8315-3702,302.5,242.5,2,1,0,0,0,1
8315-3703,153.0,73.5,2,1,0,0,0,3
8315-3704,236.5,272.0,2,2,0,0,0,1
8315-6104,94.5,137.5,2,1,0,0,0,2
8317-3702,136.0,91.0,2,1,0,0,0,1
8318-3701,32.5,37.5,2,2,0,0,0,3
8319-1901,111.5,286.5,2,1,0,0,0,1
8319-1902,62.0,304.0,2,2,0,0,0,1
8319-3702,156.5,72.0,2,2,0,0,0,3
8320-3701,238.5,271.0,2,2,0,0,0,1
8320-3703,65.5,222.0,2,2,0,0,0,1
8320-6102,163.5,7.0,2,2,0,0,0,1
8322-3703,356.5,354.0,2,1,0,0,0,1
8323-1902,111.0,184.0,2,2,0,0,0,1
8323-6102,271.0,49.5,2,1,0,0,0,1
8324-1901,61.5,48.5,2,2,0,0,0,1
8325-6102,324.5,253.5,2,1,0,0,0,1
8326-1901,235.0,167.0,2,2,0,0,0,1
8326-3702,92.5,72.5,2,2,0,0,0,1
8326-3703,101.0,144.0,2,1,0,0,0,1
8326-3704,157.0,159.5,2,1,0,0,0,1
8326-6103,106.0,136.0,2,1,0,0,0,2
8326-6104,175.0,210.0,2,1,0,0,0,2
8328-3703,70.5,306.0,2,1,0,0,0,2
8328-6103,163.0,146.5,2,2,0,0,0,1
8330-3703,259.0,123.5,2,2,0,0,0,2
8330-6104,185.0,84.0,2,1,0,0,0,1
8331-3702,89.0,308.5,2,1,0,0,0,1
8331-9101,297.5,21.5,2,1,0,0,0,1
8332-6101,344.0,338.5,2,2,0,0,0,3
8333-1901,165.5,88.0,2,1,0,0,0,1
8333-3704,147.5,216.5,2,1,0,0,0,1
8333-6101,91.0,5.5,2,1,0,0,0,1
8335-1902,284.0,58.0,2,1,0,0,0,1
8336-1901,341.5,63.0,2,1,0,0,0,1
8336-1902,49.0,18.0,2,1,0,0,0,1
8336-6103,141.0,233.5,2,1,0,0,0,1
8336-6104,46.5,118.0,2,1,0,0,0,1
8337-3701,82.5,244.5,2,2,0,0,0,1
8337-3704,105.0,198.5,2,1,0,0,0,2
8338-3701,352.0,294.0,2,2,0,0,0,1
8338-3703,17.5,21.0,2,1,0,0,0,3
8341-6104,101.0,65.0,2,2,0,0,0,1
8438-3703,8.0,305.0,2,2,0,0,0,2
8438-3704,297.5,150.5,2,0,0,0,0,0
8438-6101,210.0,68.0,2,1,0,0,0,2
8438-6102,319.5,318.5,2,2,0,0,0,0
8438-6103,96.0,98.0,2,2,0,0,0,0
8443-1901,219.5,68.5,2,2,0,0,0,1
8443-3703,39.0,73.0,2,2,0,0,0,1
8444-3703,91.0,313.0,2,1,0,0,0,1
8444-6103,95.5,299.0,2,1,0,0,0,1
8445-1901,192.0,338.5,2,2,0,0,0,1
8445-3704,94.0,104.5,2,2,0,0,0,2
8445-6101,336.5,103.5,2,2,0,0,0,1
8445-6102,284.0,36.5,2,1,0,0,0,2
8447-3702,98.5,321.0,2,1,0,0,0,2
8448-1902,110.0,268.0,2,2,0,0,0,2
8449-1901,300.5,227.0,2,2,0,0,0,1
8449-3702,288.5,305.5,2,2,0,0,0,1
8450-3702,358.5,144.5,2,1,0,0,0,1
8450-3704,171.5,142.5,2,1,0,0,0,2
8451-6103,199.0,291.0,2,2,0,0,0,2
8452-3702,244.5,147.0,2,1,0,0,0,2
8452-6103,306.5,322.5,2,2,0,0,0,1
8454-3703,341.0,350.0,2,1,0,0,0,2
8455-3703,327.0,223.5,2,2,0,0,0,1
8456-1901,266.0,291.0,2,2,0,0,0,1
8458-1902,351.5,42.5,2,1,0,0,0,2
8458-6102,21.5,335.5,2,1,0,0,0,3
8461-12701,112.0,34.0,2,1,0,0,0,2
8461-3702,165.0,191.0,2,1,0,0,0,1
8461-3703,282.5,222.5,2,2,0,0,0,1
8462-1901,50.0,98.0,2,2,0,0,0,1
8462-3702,125.0,91.5,2,1,0,0,0,2
8462-6102,37.5,341.5,2,1,0,0,0,2
8464-3703,201.5,266.5,2,2,0,0,0,1
8465-3704,15.0,212.0,2,1,0,0,0,1
8465-6104,2.0,150.5,2,2,0,0,0,2
8466-3704,27.0,17.0,2,1,0,0,0,3
8466-6102,358.5,336.5,2,2,0,0,0,3
8481-3703,177.5,143.5,2,2,0,0,0,3
8481-9101,40.5,359.0,2,1,0,0,0,3
8482-3701,349.5,10.5,2,1,0,0,0,2
8482-6101,193.0,124.5,2,1,0,0,0,2
8482-6102,251.5,114.5,2,1,0,0,0,1
8483-3702,45.5,40.5,2,2,0,0,0,1
8485-6104,70.0,210.0,2,1,0,0,0,1
8486-1902,307.5,150.0,2,2,0,0,0,1
8486-3703,313.0,307.5,2,1,0,0,0,2
8486-6103,289.0,133.0,2,1,0,0,0,1
8547-6101,125.5,2.0,2,2,0,0,0,1
8548-3703,226.5,150.0,2,2,0,0,0,1
8548-6101,122.0,65.0,2,1,0,0,0,1
8549-3701,79.0,307.5,2,2,0,0,0,2
8549-9101,56.5,102.5,2,1,0,0,0,2
8550-1901,144.5,196.0,2,1,0,0,0,2
8550-1902,160.5,249.5,2,1,0,0,0,1
8550-3702,170.0,141.0,2,2,0,0,0,1
8550-6101,194.5,150.0,2,1,0,0,0,1
8552-1901,212.5,272.5,2,2,0,0,0,1
8552-6104,10.0,206.0,2,1,0,0,0,1
8553-6101,248.5,136.0,2,0,0,0,0,0
8553-6102,346.5,9.5,2,1,0,0,0,2
8553-6103,39.0,52.0,2,1,0,0,0,3
8555-6101,46.0,200.0,2,1,0,0,0,1
8555-9101,278.0,127.5,2,1,0,0,0,1
8566-1902,198.5,267.5,2,1,0,0,0,2
8567-12705,329.0,306.5,2,1,0,0,0,3
8567-3703,262.0,94.0,2,1,0,0,0,3
8568-3701,224.0,322.0,2,1,0,0,0,2
8568-3702,46.5,39.5,2,2,0,0,0,1
8588-6102,202.0,247.0,2,2,0,0,0,1
8591-1901,70.0,66.5,2,1,0,0,0,1
8591-1902,334.0,245.5,2,2,0,0,0,1
8591-3704,146.0,74.5,2,1,0,0,0,1
8592-1901,33.5,199.5,2,2,0,0,0,1
8592-3701,38.0,50.0,2,2,0,0,0,3
8592-9102,134.0,337.0,2,1,0,0,0,1
8593-3704,206.5,152.0,2,1,0,0,0,2
8593-9101,312.5,342.0,2,2,0,0,0,1
8595-1901,324.5,56.0,2,1,0,0,0,2
8595-3701,62.0,138.5,2,1,0,0,0,1
8597-6101,144.5,174.0,2,2,0,0,0,1
8597-9102,74.5,106.5,2,2,0,0,0,3
8600-12703,137.5,166.0,2,1,0,0,0,2
8600-3702,144.0,255.5,2,1,0,0,0,1
8600-6101,320.5,245.5,2,1,0,0,0,2
8601-1901,161.0,249.5,2,1,0,0,0,1
8601-3701,201.0,97.0,2,1,0,0,0,1
8601-3702,211.5,172.5,2,2,0,0,0,3
8601-3704,340.0,9.0,2,1,0,0,0,3
8601-9102,240.0,199.5,2,2,0,0,0,2
8602-1902,44.0,306.0,2,1,0,0,0,1
8602-3702,3.0,176.5,2,1,0,0,0,1
8602-9102,17.0,244.0,2,1,0,0,0,3
8603-12702,318.0,330.0,2,2,0,0,0,1
8603-12705,279.5,314.0,2,2,0,0,0,1
8603-1901,88.0,221.5,2,1,0,0,0,1
8603-1902,15.0,214.0,2,2,0,0,0,1
8603-3701,10.5,101.5,2,2,0,0,0,1
8603-3702,200.0,192.0,2,2,0,0,0,1
8603-3703,257.0,254.0,2,2,0,0,0,1
8603-3704,9.0,22.0,2,1,0,0,0,3
8603-6102,159.5,294.0,2,2,0,0,0,1
8603-9101,8.5,321.5,2,1,0,0,0,1
8604-12705,15.5,30.0,2,2,0,0,0,3
8604-1901,173.5,161.5,2,2,0,0,0,1
8604-1902,43.0,309.5,2,1,0,0,0,1
8604-3702,22.5,97.0,2,1,0,0,0,3
8604-3703,249.0,294.0,2,2,0,0,0,1
8604-6101,147.0,92.0,2,1,0,0,0,3
8604-6104,268.5,261.0,2,2,0,0,0,2
8604-9101,247.0,99.0,2,2,0,0,0,1
8606-6102,53.0,326.5,2,1,0,0,0,2
8606-6104,151.5,204.0,2,1,0,0,0,2
8611-1901,317.0,3.0,2,2,0,0,0,1
8611-1902,226.0,225.0,2,2,0,0,0,0
8611-3703,31.0,223.5,2,1,0,0,0,1
8612-3703,43.0,224.0,2,1,0,0,0,3
8612-3704,304.0,166.5,2,1,0,0,0,2
8613-3703,173.0,41.5,2,2,0,0,0,3
8614-3702,137.0,67.5,2,1,0,0,0,2
8614-3704,325.5,295.0,2,1,0,0,0,1
8614-6103,356.5,3.5,2,1,0,0,0,2
8614-9101,17.5,75.0,2,1,0,0,0,1
8615-3704,300.0,289.5,2,1,0,0,0,1
8615-6101,161.5,166.0,2,1,0,0,0,1
8616-6103,27.5,181.0,2,1,0,0,0,3
8618-3701,227.0,189.5,2,1,0,0,0,2
8623-1901,172.0,284.5,2,1,0,0,0,1
8623-3703,355.0,318.0,2,1,0,0,0,1
8623-6102,331.0,44.0,2,2,0,0,0,3
8623-6103,38.0,13.0,2,1,0,0,0,2
8623-6104,215.5,219.5,2,2,0,0,0,0
8623-9101,346.5,341.0,2,2,0,0,0,0
8623-9102,259.5,343.0,2,1,0,0,0,3
8624-12702,39.5,38.5,2,2,0,0,0,0
8624-1901,162.0,30.0,2,2,0,0,0,1
8624-3704,97.0,323.0,2,1,0,0,0,2
8625-3701,26.0,125.5,2,2,0,0,0,2
8625-3704,142.5,158.0,2,1,0,0,0,1
8626-12705,147.5,113.0,2,1,0,0,0,3
8626-1901,237.0,24.0,2,1,0,0,0,1
8651-9102,54.5,264.0,2,1,0,0,0,1
8655-3702,3.5,287.0,2,1,0,0,0,1
8655-3703,88.5,2.5,2,1,0,0,0,1
8655-6103,97.0,239.0,2,2,0,0,0,3
8655-6104,336.5,100.5,2,1,0,0,0,1
8657-1901,51.0,332.5,2,2,0,0,0,3
8711-6104,109.5,165.5,2,2,0,0,0,2
8711-9101,196.5,246.0,2,2,0,0,0,1
8711-9102,112.0,76.5,2,1,0,0,0,0
8712-3704,54.5,332.5,2,1,0,0,0,2
8714-6103,209.0,323.0,2,0,0,0,0,1
8714-6104,273.5,321.5,2,1,0,0,0,3
8715-12705,202.5,201.0,2,2,0,0,0,0
8715-6104,215.5,244.0,2,1,0,0,0,1
8717-6101,341.0,328.5,2,1,0,0,0,3
8718-3701,125.0,83.5,2,1,0,0,0,2
8718-3702,46.5,51.0,2,1,0,0,0,3
8719-1901,245.0,290.0,2,2,0,0,0,1
8719-3701,201.5,83.5,2,1,0,0,0,1
8719-3704,49.0,86.5,2,1,0,0,0,1
8720-3704,342.5,27.5,2,0,0,0,0,0
8720-9102,183.5,240.5,2,2,0,0,0,2
8721-12703,22.0,12.5,2,0,0,0,0,0
8721-1901,98.0,137.5,2,1,0,0,0,2
8721-1902,305.0,152.0,2,1,0,0,0,1
8721-3702,273.5,211.0,2,0,0,0,0,0
8722-6104,102.0,46.5,2,1,0,0,0,12
8722-9102,345.0,347.5,2,1,0,0,0,3
8723-3704,43.0,216.0,2,2,0,0,0,3
8723-6103,120.5,211.0,2,1,0,0,0,1
8724-12703,321.5,338.5,2,1,0,0,0,1
8724-1901,334.5,11.5,2,2,0,0,0,1
8724-3701,118.5,193.0,2,1,0,0,0,1
8724-3702,298.0,106.5,2,2,0,0,0,2
8724-3703,129.0,199.5,2,2,0,0,0,1
8724-6101,287.0,44.0,2,2,0,0,0,1
8724-6102,48.0,97.0,2,1,0,0,0,2
8724-6104,111.5,46.5,2,2,0,0,0,3
8725-3702,148.5,226.0,2,1,0,0,0,1
8725-6103,291.5,289.5,2,1,0,0,0,2
8726-3704,216.0,76.0,2,1,0,0,0,1
8726-6104,332.0,291.0,2,1,0,0,0,1
8726-9101,314.0,40.0,2,1,0,0,0,1
8727-1902,321.5,210.0,2,1,0,0,0,1
8727-3703,143.5,83.5,2,1,0,0,0,3
8727-6101,79.5,104.5,2,1,0,0,0,3
8727-6103,125.0,21.5,2,1,0,0,0,1
8728-3704,258.0,108.0,2,1,0,0,0,3
8728-6101,355.0,17.0,2,1,0,0,0,3
8931-12703,22.5,345.0,2,1,0,0,0,2
8931-12704,256.5,85.5,2,2,0,0,0,1
8931-1901,329.0,290.5,2,1,0,0,0,1
8931-1902,43.0,101.0,2,2,0,0,0,1
8931-3701,138.5,247.5,2,1,0,0,0,2
8931-3702,168.0,23.0,2,1,0,0,0,1
8931-6101,154.5,25.5,2,2,0,0,0,1
8931-6102,226.0,54.5,2,1,0,0,0,1
8931-6103,135.0,208.5,2,1,0,0,0,1
8931-6104,202.0,145.0,2,1,0,0,0,3
8932-12702,111.0,74.5,2,2,0,0,0,1
8932-12703,58.5,97.5,2,2,0,0,0,3
8932-1902,152.0,310.0,2,2,0,0,0,1
8932-3703,258.5,300.5,2,1,0,0,0,2
8932-3704,51.5,282.5,2,1,0,0,0,3
8932-6101,320.5,212.0,2,2,0,0,0,1
8932-9101,235.0,155.0,2,2,0,0,0,1
8933-12702,140.0,280.5,2,1,0,0,0,1
8933-12703,308.5,75.5,2,2,0,0,0,1
8933-12704,247.0,271.0,2,2,0,0,0,1
8933-1901,37.5,128.5,2,2,0,0,0,1
8933-1902,66.5,73.5,2,2,0,0,0,1
8933-3701,71.5,74.0,2,2,0,0,0,3
8933-3703,48.5,11.5,2,2,0,0,0,1
8933-6101,50.0,195.0,2,1,0,0,0,1
8933-6102,257.5,237.5,2,1,0,0,0,1
8933-6103,329.0,1.5,2,2,0,0,0,1
8933-9101,201.5,118.5,2,1,0,0,0,1
8934-12704,108.0,336.5,2,2,0,0,0,1
8934-12705,232.5,49.0,2,2,0,0,0,1
8934-1901,287.5,357.0,2,1,0,0,0,1
8934-1902,178.0,30.5,2,2,0,0,0,2
8934-3703,251.5,231.0,2,2,0,0,0,1
8934-3704,115.0,106.5,2,1,0,0,0,1
8934-6101,284.5,58.5,2,1,0,0,0,1
8934-6103,178.5,226.5,2,2,0,0,0,1
8934-6104,54.5,57.0,2,2,0,0,0,2
8934-9101,84.0,68.5,2,1,0,0,0,3
8935-1902,186.5,220.5,2,1,0,0,0,3
8935-3702,97.0,134.0,2,2,0,0,0,1
8935-3703,105.5,73.0,2,1,0,0,0,3
8935-3704,291.0,233.5,2,1,0,0,0,2
8935-6102,36.0,17.0,2,1,0,0,0,2
8935-6103,207.5,246.0,2,2,0,0,0,1
8935-9101,202.0,267.0,2,1,0,0,0,1
8935-9102,156.5,32.0,2,1,0,0,0,2
8936-12702,16.5,223.5,2,1,0,0,0,2
8936-1901,221.0,304.5,2,1,0,0,0,1
8936-6101,234.0,259.5,2,2,0,0,0,1
8937-1901,69.5,282.0,2,1,0,0,0,3
8937-3701,23.0,46.0,2,2,0,0,0,1
8937-3702,111.0,72.5,2,1,0,0,0,1
