plateifu,stellar_pa,halpha_pa,classification,STEL_QUAL,GAS_QUAL,STEL_FEATURE,GAS_FEATURE,GAS_NOTES
8937-3704,271.5,293.5,2,1,0,0,0,1
8937-6101,205.5,214.0,2,1,0,0,0,3
8937-6104,353.0,28.5,2,2,0,0,0,3
8937-9101,83.5,176.0,2,2,0,0,0,1
8938-1901,12.5,300.5,2,2,0,0,0,1
8938-6103,312.5,159.5,2,1,0,0,0,0
8938-6104,114.0,343.0,2,1,0,0,0,3
8939-1901,293.0,66.0,2,1,0,0,0,1
8940-1901,241.0,286.5,2,1,0,0,0,1
8940-3701,20.5,317.0,2,1,0,0,0,2
8940-9102,109.5,250.5,2,1,0,0,0,0
8941-1902,142.0,273.5,2,1,0,0,0,1
8941-3701,209.5,168.0,2,2,0,0,0,2
8942-12701,159.5,215.0,2,2,0,0,0,3
8943-3701,71.5,108.0,2,1,0,0,0,1
8943-6101,265.5,329.0,2,1,0,0,0,2
8943-9102,280.5,229.0,2,2,0,0,0,3
8944-12701,10.5,348.0,2,1,0,0,0,3
8944-3702,214.5,50.5,2,1,0,0,0,1
8944-6102,64.5,302.5,2,1,0,0,0,0
8945-1902,235.0,7.5,2,2,0,0,0,1
8945-3701,269.0,222.0,2,2,0,0,0,1
8945-3704,40.5,33.0,2,1,0,0,0,1
8946-12701,269.0,128.5,2,1,0,0,0,2
8947-3701,28.0,357.5,2,2,0,0,0,3
8947-3702,173.5,133.5,2,2,0,0,0,3
8947-3704,258.5,137.0,2,0,0,0,0,0
8947-6104,105.0,91.5,2,1,0,0,0,2
8948-1902,219.0,277.0,2,1,0,0,0,2
8949-12704,359.0,26.0,2,1,0,0,0,3
8949-12705,175.0,322.5,2,1,0,0,0,2
8949-1902,99.5,110.5,2,2,0,0,0,1
8949-3702,138.0,157.5,2,2,0,0,0,1
8949-3703,88.0,59.0,2,1,0,0,0,2
8949-6102,285.5,170.0,2,1,0,0,0,1
8949-6103,86.5,97.5,2,1,0,0,0,1
8949-9101,47.0,116.5,2,1,0,0,0,1
8949-9102,70.5,283.5,2,2,0,0,0,1
8950-12702,183.5,213.0,2,1,0,0,0,3
8950-12703,352.0,319.5,2,1,0,0,0,2
8950-12704,162.5,72.5,2,2,0,0,0,1
8950-1902,321.5,336.5,2,2,0,0,0,1
8950-3702,156.0,173.0,2,1,0,0,0,2
8950-3703,343.0,300.0,2,1,0,0,0,1
8950-3704,178.5,13.5,2,0,0,0,0,0
8950-6102,358.0,136.0,2,2,0,0,0,1
8950-6103,167.5,347.5,2,2,0,0,0,1
8950-6104,328.5,232.0,2,1,0,0,0,1
8950-9102,137.0,162.0,2,2,0,0,0,1
8951-12702,3.0,38.5,2,1,0,0,0,1
8951-12704,170.0,30.0,2,2,0,0,0,3
8951-1902,137.0,210.5,2,1,0,0,0,3
8951-3701,309.0,203.5,2,2,0,0,0,1
8951-3702,178.5,171.5,2,1,0,0,0,1
8951-3703,50.5,73.5,2,1,0,0,0,1
8951-6101,211.5,252.5,2,2,0,0,0,1
8951-6102,258.5,99.0,2,2,0,0,0,1
8951-6103,353.0,335.5,2,1,0,0,0,2
8951-6104,342.5,274.0,2,1,0,0,0,2
8951-9102,187.5,86.5,2,2,0,0,0,2
8952-1901,207.5,31.5,2,2,0,0,0,1
8952-1902,194.5,121.5,2,1,0,0,0,1
8977-1902,310.0,225.5,2,1,0,0,0,3
8977-3701,6.5,32.0,2,1,0,0,0,2
8977-3702,134.0,175.5,2,2,0,0,0,1
8977-3703,279.5,143.0,2,2,0,0,0,2
8979-12704,144.5,177.5,2,1,0,0,0,1
8979-1902,241.5,232.5,2,1,0,0,0,3
8980-6102,203.0,162.5,2,1,0,0,0,3
8980-6103,72.0,274.0,2,2,0,0,0,1
8980-6104,297.5,298.5,2,2,0,0,0,0
8980-9101,282.0,283.5,2,1,0,0,0,0
8981-3704,138.0,80.0,2,1,0,0,0,3
8982-3702,291.0,310.0,2,2,0,0,0,1
8983-1902,172.0,95.5,2,2,0,0,0,1
8983-3701,302.0,158.5,2,1,0,0,0,2
8983-3702,210.5,172.0,2,1,0,0,0,1
8984-1901,223.0,350.0,2,2,0,0,0,1
8984-1902,60.5,145.0,2,1,0,0,0,2
8984-3701,328.5,324.5,2,2,0,0,0,1
8984-3702,197.5,226.5,2,1,0,0,0,1
8984-3703,21.5,10.0,2,2,0,0,0,1
8984-6104,257.0,151.5,2,1,0,0,0,1
8985-3702,330.0,277.0,2,1,0,0,0,3
8986-3703,184.0,202.5,2,1,0,0,0,2
8986-6102,108.0,274.5,2,2,0,0,0,1
8986-6103,95.5,136.5,2,1,0,0,0,1
8987-1902,303.0,151.0,2,1,0,0,0,1
8988-1902,333.5,171.0,2,1,0,0,0,2
8990-12702,190.5,310.0,2,2,0,0,0,1
8990-1901,164.0,213.5,2,0,0,0,0,0
8990-3701,1.0,267.5,2,1,0,0,0,1
8990-6102,61.0,87.5,2,1,0,0,0,1
8991-1901,59.0,275.5,2,2,0,0,0,2
8991-1902,344.5,114.0,2,2,0,0,0,2
8991-3702,357.5,55.5,2,1,0,0,0,1
8992-12705,161.0,164.5,2,0,0,0,0,0
8992-1901,297.5,280.5,2,2,0,0,0,1
8992-6104,266.5,140.5,2,2,0,0,0,1
8993-1901,260.5,297.5,2,1,0,0,0,1
8993-1902,27.0,103.0,2,2,0,0,0,1
8994-3702,61.5,148.5,2,1,0,0,0,2
8994-3703,272.0,312.5,2,2,0,0,0,1
8995-3704,339.0,286.5,2,2,0,0,0,1
8995-6102,269.0,244.5,2,2,0,0,0,2
8996-1902,39.5,248.5,2,1,0,0,0,3
8996-3702,136.5,249.5,2,2,0,0,0,2
8996-3704,11.0,107.5,2,1,0,0,0,3
8996-6103,60.0,212.5,2,1,0,0,0,1
8997-3704,221.0,82.0,2,1,0,0,0,2
8997-6101,119.0,309.5,2,2,0,0,0,1
8997-9101,47.0,38.5,2,1,0,0,0,1
8998-1901,83.0,128.5,2,2,0,0,0,1
8998-3702,250.5,309.0,2,2,0,0,0,1
8998-3704,275.0,320.5,2,1,0,0,0,3
8999-12702,295.5,181.0,2,2,0,0,0,3
8999-12705,127.0,152.0,2,1,0,0,0,1
8999-1902,137.0,265.0,2,1,0,0,0,1
8999-3703,322.5,151.0,2,1,0,0,0,1
8999-9101,7.0,44.0,2,1,0,0,0,3
9000-3703,251.5,179.0,2,1,0,0,0,1
9000-6104,36.5,309.5,2,1,0,0,0,1
9001-3701,354.5,66.5,2,1,0,0,0,1
9001-3702,253.0,249.0,2,2,0,0,0,1
9002-3701,328.0,296.5,2,1,0,0,0,3
9002-6103,12.5,333.5,2,1,0,0,0,3
9002-6104,240.5,8.0,2,1,0,0,0,1
9002-9101,252.0,121.0,2,1,0,0,0,1
9024-3701,118.0,212.0,2,1,0,0,0,3
9024-3702,201.0,226.5,2,1,0,0,0,1
9024-6103,179.0,199.5,2,1,0,0,0,1
9026-1901,168.5,142.0,2,2,0,0,0,1
9026-9102,208.0,314.0,2,2,0,0,0,3
9028-1902,248.5,217.5,2,1,0,0,0,3
9028-3701,42.5,257.5,2,1,0,0,0,1
9028-6103,100.5,150.5,2,2,0,0,0,1
9029-12703,323.5,150.5,2,0,0,0,0,0
9029-1901,84.0,271.5,2,1,0,0,0,2
9029-3703,288.0,248.5,2,1,0,0,0,1
9029-3704,325.0,117.0,2,1,0,0,0,1
9029-6101,277.5,162.5,2,2,0,0,0,1
9030-6103,104.5,18.0,2,1,0,0,0,3
9031-1901,300.0,182.5,2,2,0,0,0,1
9031-6101,7.5,113.0,2,1,0,0,0,2
9033-12703,93.0,323.0,2,1,0,0,0,3
9034-1902,6.5,119.5,2,1,0,0,0,3
9034-3703,99.0,268.5,2,2,0,0,0,3
9034-6101,165.5,168.0,2,1,0,0,0,2
9035-6103,143.5,20.5,2,1,0,0,0,3
9036-3702,90.5,72.5,2,2,0,0,0,1
9037-6104,195.5,68.0,2,2,0,0,0,2
9038-3704,115.5,105.5,2,2,0,0,0,1
9038-6101,44.0,18.0,2,2,0,0,0,1
9038-6102,4.5,258.0,2,2,0,0,0,1
9039-1901,139.5,24.5,2,1,0,0,0,2
9039-3704,25.0,152.5,2,1,0,0,0,3
9039-6101,306.5,288.5,2,1,0,0,0,2
9039-6103,47.0,223.5,2,1,0,0,0,0
9039-9102,98.0,76.5,2,2,0,0,0,1
9041-3703,31.5,46.5,2,2,0,0,0,1
9042-3701,193.0,163.0,2,1,0,0,0,1
9042-3703,137.0,191.5,2,2,0,0,0,1
9042-3704,149.5,344.5,2,1,0,0,0,1
9042-6101,358.5,73.5,2,2,0,0,0,3
9043-1902,130.0,198.5,2,1,0,0,0,3
9043-3701,76.5,178.5,2,1,0,0,0,2
9043-3704,152.0,234.5,2,1,0,0,0,2
9043-6101,69.0,229.5,2,2,0,0,0,1
9044-1902,103.5,21.0,2,2,0,0,0,1
9044-3702,359.0,244.5,2,1,0,0,0,2
9044-3703,358.5,3.5,2,1,0,0,0,3
9044-3704,359.0,159.5,2,1,0,0,0,2
9044-6102,17.0,92.0,2,1,0,0,0,0
9046-3702,190.5,219.0,2,2,0,0,0,0
9047-1902,232.0,173.0,2,2,0,0,0,2
9047-3701,246.5,53.0,2,1,0,0,0,3
9048-3701,267.0,174.5,2,2,0,0,0,1
9048-6102,138.5,98.5,2,1,0,0,0,3
9049-12705,348.0,28.0,2,1,0,0,0,2
9049-1902,278.5,256.5,2,1,0,0,0,2
9050-1902,33.0,331.0,2,1,0,0,0,1
9050-3703,2.0,225.0,2,1,0,0,0,3
9085-1902,72.0,102.0,2,1,0,0,0,2
9085-3703,204.0,304.5,2,1,0,0,0,3
9086-1901,324.5,160.0,2,1,0,0,0,1
9086-1902,351.0,268.0,2,1,0,0,0,1
9086-3702,318.5,115.0,2,0,0,0,0,0
9086-6104,291.0,78.5,2,2,0,0,0,1
9086-9101,131.0,124.5,2,2,0,0,0,2
9087-1901,104.0,112.0,2,2,0,0,0,3
9087-1902,301.0,357.0,2,1,0,0,0,1
9087-3701,79.5,132.0,2,2,0,0,0,1
9087-3703,166.0,1.0,2,1,0,0,0,1
9087-9102,352.5,17.5,2,2,0,0,0,3
9088-1902,176.0,227.0,2,1,0,0,0,1
9088-3702,318.0,223.0,2,1,0,0,0,1
9089-12705,322.0,105.5,2,1,0,0,0,2
9089-1901,280.0,5.0,2,1,0,0,0,1
9089-3701,164.5,131.5,2,2,0,0,0,1
9089-6103,151.0,128.0,2,1,0,0,0,3
9090-6103,157.0,92.0,2,1,0,0,0,3
9090-6104,350.0,9.5,2,1,0,0,0,3
9091-1901,198.0,39.5,2,1,0,0,0,2
9091-3701,165.0,158.5,2,1,0,0,0,0
9091-3703,321.5,249.0,2,1,0,0,0,1
9092-3701,37.5,132.0,2,1,0,0,0,2
9092-3703,17.5,14.5,2,1,0,0,0,1
9094-1901,281.5,337.5,2,2,0,0,0,2
9094-3703,20.0,345.0,2,2,0,0,0,3
9094-6102,92.5,116.0,2,1,0,0,0,2
9094-9101,56.0,21.0,2,2,0,0,0,2
9095-6101,217.5,276.5,2,1,0,0,0,3
9181-12702,226.5,191.0,2,2,0,0,0,1
9181-1901,271.5,128.0,2,1,0,0,0,1
9181-6102,39.0,68.0,2,1,0,0,0,3
9182-12701,6.0,317.0,2,1,0,0,0,1
9182-3704,89.0,160.0,2,2,0,0,0,3
9182-6102,5.5,157.0,2,1,0,0,0,2
9182-6103,234.5,211.0,2,2,0,0,0,3
9183-1901,273.0,342.0,2,1,0,0,0,2
9183-1902,56.5,123.5,2,1,0,0,0,3
9183-6102,156.0,134.5,2,1,0,0,0,2
9183-6103,34.5,138.0,2,1,0,0,0,1
9184-3702,102.0,111.0,2,2,0,0,0,1
9185-6101,239.5,210.5,2,2,0,0,0,2
9186-1902,178.5,129.5,2,2,0,0,0,1
9188-1902,11.5,146.0,2,1,0,0,0,1
9188-3702,89.5,204.0,2,1,0,0,0,1
9188-3703,75.5,2.5,2,1,0,0,0,3
9189-12701,299.0,258.5,2,2,0,0,0,3
9189-3701,5.0,102.5,2,2,0,0,0,1
9190-6104,316.5,271.5,2,1,0,0,0,2
9192-3701,187.5,31.5,2,1,0,0,0,1
9192-3702,75.5,358.0,2,1,0,0,0,1
9193-3702,258.5,181.5,2,2,0,0,0,1
9193-6101,81.5,316.5,2,1,0,0,0,3
9193-6103,171.0,265.5,2,2,0,0,0,1
9194-1902,40.0,221.0,2,1,0,0,0,1
9194-3701,172.5,186.0,2,2,0,0,0,1
9194-3703,34.5,197.5,2,1,0,0,0,2
9195-6103,327.5,14.5,2,2,0,0,0,1
9196-3701,69.0,193.5,2,2,0,0,0,1
9196-3702,169.5,169.5,2,2,0,0,0,0
9485-1902,282.5,261.0,2,2,0,0,0,1
9486-1902,175.0,165.0,2,2,0,0,0,1
9486-6101,275.0,70.0,2,1,0,0,0,1
9487-1901,217.5,48.0,2,2,0,0,0,1
9487-1902,99.0,195.0,2,2,0,0,0,1
9487-3701,140.0,257.5,2,2,0,0,0,1
9489-1901,158.5,94.5,2,1,0,0,0,1
9489-1902,202.5,354.0,2,2,0,0,0,1
9489-3702,277.0,266.0,2,2,0,0,0,3
9490-1902,5.5,275.5,2,1,0,0,0,2
9490-6104,254.0,264.0,2,1,0,0,0,0
9491-1901,100.0,299.5,2,2,0,0,0,1
9492-1901,67.5,192.5,2,1,0,0,0,1
9492-3701,179.5,23.5,2,1,0,0,0,2
9492-3704,353.5,86.5,2,1,0,0,0,1
9492-6104,335.5,40.0,2,2,0,0,0,3
9492-9101,72.0,33.0,2,2,0,0,0,1
9493-3703,209.0,269.0,2,2,0,0,0,1
9494-3703,19.5,250.5,2,1,0,0,0,1
9494-9101,202.5,160.0,2,1,0,0,0,1
9495-6104,164.5,82.0,2,2,0,0,0,1
9496-1902,239.5,313.0,2,1,0,0,0,3
9497-1902,98.5,51.0,2,1,0,0,0,1
9497-3704,23.5,158.5,2,1,0,0,0,2
9497-6102,92.5,131.0,2,3,0,0,0,1
9498-1901,326.5,80.0,2,1,0,0,0,1
9498-3704,77.0,201.5,2,1,0,0,0,1
9498-9101,162.0,186.5,2,1,0,0,0,1
9499-3702,41.0,352.0,2,2,0,0,0,1
9500-6102,77.0,108.0,2,1,0,0,0,3
9501-3701,193.5,114.0,2,2,0,0,0,1
9501-3702,71.0,129.5,2,2,0,0,0,1
9502-3702,162.5,137.5,2,1,0,0,0,1
9503-3702,333.5,34.0,2,1,0,0,0,3
9503-6101,191.5,280.5,2,1,0,0,0,1
9505-3704,77.0,107.0,2,1,0,0,0,1
9507-1901,288.0,178.5,2,2,0,0,0,1
9507-1902,182.0,236.0,2,1,0,0,0,1
9507-6103,309.0,119.5,2,0,0,0,0,0
9508-12703,158.0,272.0,2,2,0,0,0,3
9509-3701,324.0,187.0,2,1,0,0,0,1
9509-6102,57.5,52.5,2,1,0,0,0,1
9510-3701,232.0,156.5,2,2,0,0,0,3
9510-3703,58.5,104.0,2,1,0,0,0,2
9510-3704,217.0,102.0,2,1,0,0,0,2
9511-1902,10.0,77.0,2,2,0,0,0,1
9511-3703,184.0,238.5,2,2,0,0,0,2
9511-6101,166.0,142.5,2,1,0,0,0,0
9511-9102,76.5,304.5,2,1,0,0,0,1
9512-1901,299.5,262.5,2,1,0,0,0,3
9512-6101,287.5,322.5,2,1,0,0,0,3
9512-6104,252.0,278.5,2,1,0,0,0,2
9513-3704,165.5,236.0,2,1,0,0,0,3
9514-6101,282.5,87.0,2,1,0,0,0,3
9514-6104,87.0,28.0,2,1,0,0,0,2
9514-9102,304.5,336.5,2,2,0,0,0,3
9862-12701,123.0,86.5,2,2,0,0,0,1
9862-12702,95.0,48.5,2,2,0,0,0,1
9862-1901,121.0,129.0,2,2,0,0,0,3
9862-1902,85.0,169.0,2,2,0,0,0,1
9862-3701,1.0,43.5,2,2,0,0,0,2
9862-3702,148.0,230.0,2,2,0,0,0,1
9862-3703,146.5,182.0,2,2,0,0,0,1
9862-3704,7.0,89.0,2,2,0,0,0,1
9862-6101,322.5,341.5,2,2,0,0,0,1
9862-6102,155.5,132.0,2,1,0,0,0,1
9862-6103,44.0,325.5,2,2,0,0,0,1
9862-6104,283.5,127.5,2,1,0,0,0,1
9862-9102,213.0,91.5,2,2,0,0,0,1
9863-12702,55.5,54.0,2,1,0,0,0,1
9863-12703,133.0,325.5,2,1,0,0,0,2
9863-12704,14.5,101.5,2,1,0,0,0,1
9863-12705,97.5,57.5,2,2,0,0,0,1
9863-1901,142.5,246.5,2,2,0,0,0,1
9863-3702,358.5,233.0,2,2,0,0,0,1
9863-3703,311.0,53.5,2,2,0,0,0,1
9863-3704,129.5,41.0,2,2,0,0,0,1
9863-6103,134.0,52.0,2,1,0,0,0,1
9863-6104,31.5,357.0,2,2,0,0,0,1
9864-1901,223.0,188.0,2,1,0,0,0,1
9864-3701,338.5,19.5,2,1,0,0,0,1
9864-6104,103.0,91.0,2,1,0,0,0,1
9865-6102,108.5,21.5,2,2,0,0,0,1
9865-6103,248.0,261.5,2,1,0,0,0,3
9865-6104,339.0,354.5,2,2,0,0,0,1
9866-1901,197.5,204.0,2,1,0,0,0,1
9866-3702,117.5,97.0,2,1,0,0,0,2
9866-6101,256.0,217.0,2,1,0,0,0,1
9866-9101,2.0,70.0,2,1,0,0,0,3
9867-1902,82.0,232.5,2,2,0,0,0,1
9868-1901,57.0,140.5,2,1,0,0,0,1
9869-1901,114.5,228.5,2,2,0,0,0,1
9869-3701,237.0,159.0,2,1,0,0,0,2
9869-3702,273.5,276.0,2,2,0,0,0,1
9869-3703,23.0,200.0,2,2,0,0,0,1
9869-6102,236.5,241.0,2,0,0,0,0,0
9869-6104,299.5,278.5,2,1,0,0,0,1
9870-3704,328.0,293.0,2,2,0,0,0,2
9870-6101,117.5,149.5,2,1,0,0,0,3
9872-3703,9.5,282.0,2,1,0,0,0,1
9873-12701,54.5,22.5,2,2,0,0,0,1
9873-12702,188.5,158.5,2,1,0,0,0,3
9873-12705,161.5,296.5,2,1,0,0,0,1
9873-1901,302.5,127.5,2,1,0,0,0,1
9873-1902,227.5,57.0,2,2,0,0,0,1
9873-3701,48.5,245.0,2,1,0,0,0,1
9873-3702,194.5,229.0,2,1,0,0,0,1
9873-3703,120.5,228.5,2,1,0,0,0,1
9873-6102,93.5,262.5,2,1,0,0,0,2
9873-6103,334.5,46.0,2,1,0,0,0,1
9873-6104,226.0,228.5,2,2,0,0,0,1
9873-9101,115.0,2.0,2,2,0,0,0,1
9874-12703,168.5,18.5,2,2,0,0,0,1
9874-1901,50.0,200.0,2,2,0,0,0,1
9874-1902,313.5,329.0,2,2,0,0,0,1
9874-3701,97.5,208.0,2,2,0,0,0,1
9874-3702,254.5,23.0,2,2,0,0,0,1
9874-3703,195.0,150.0,2,2,0,0,0,1
9874-3704,256.5,74.0,2,2,0,0,0,1
9874-6101,226.0,183.0,2,1,0,0,0,2
9874-6103,308.0,216.0,2,1,0,0,0,1
9874-9101,131.5,92.0,2,2,0,0,0,1
9874-9102,264.5,232.5,2,2,0,0,0,1
9875-12701,29.0,260.5,2,1,0,0,0,1
9875-12705,314.5,351.0,2,2,0,0,0,1
9875-1901,49.0,99.0,2,2,0,0,0,1
9875-1902,107.0,118.0,2,0,0,0,0,0
9875-3702,287.5,133.5,2,1,0,0,0,1
9875-3703,190.0,195.5,2,2,0,0,0,1
9875-3704,282.0,335.0,2,0,0,0,0,0
9875-6103,286.0,326.5,2,1,0,0,0,1
9875-6104,149.5,122.5,2,1,0,0,0,1
9876-12702,173.5,115.5,2,2,0,0,0,1
9876-1902,219.5,172.0,2,2,0,0,0,3
9876-3701,273.5,186.0,2,1,0,0,0,2
9876-3704,228.0,46.5,2,2,0,0,0,1
9876-6102,237.5,156.5,2,2,0,0,0,1
9876-6103,155.0,97.0,2,1,0,0,0,3
9876-9101,136.0,162.0,2,1,0,0,0,1
9876-9102,210.0,299.5,2,2,0,0,0,1
9877-12701,150.0,258.0,2,2,0,0,0,1
9877-12702,318.5,355.0,2,1,0,0,0,1
9877-12705,329.0,309.0,2,2,0,0,0,2
9877-1901,80.0,220.0,2,2,0,0,0,2
9877-1902,336.0,139.0,2,1,0,0,0,2
9877-3701,31.5,55.0,2,1,0,0,0,1
9877-3702,30.5,343.5,2,1,0,0,0,3
9877-3703,183.5,235.5,2,2,0,0,0,1
9877-3704,134.0,138.5,2,1,0,0,0,1
9877-6102,338.0,253.5,2,1,0,0,0,1
9877-6103,172.0,305.5,2,1,0,0,0,1
9877-6104,80.5,247.0,2,1,0,0,0,1
9877-9101,207.0,265.0,2,1,0,0,0,2
9877-9102,48.5,274.5,2,1,0,0,0,1
9878-1901,324.5,288.5,2,2,0,0,0,1
9878-1902,103.5,58.0,2,2,0,0,0,1
9878-3701,30.0,206.5,2,2,0,0,0,1
9878-6104,24.0,97.0,2,1,0,0,0,1
9879-1901,356.0,176.0,2,1,0,0,0,1
9879-1902,316.5,6.5,2,2,0,0,0,1
9879-3702,179.0,207.0,2,1,0,0,0,3
9879-6103,244.0,98.0,2,2,0,0,0,1
9880-12704,3.0,246.5,2,1,0,0,0,1
9880-1902,159.5,138.5,2,1,0,0,0,1
9880-3701,175.5,186.0,2,2,0,0,0,1
9880-3702,213.0,272.0,2,1,0,0,0,1
9880-3703,268.5,298.0,2,1,0,0,0,1
9880-6101,134.0,69.0,2,1,0,0,0,1
9880-6102,97.5,14.5,2,2,0,0,0,1
9880-6103,238.5,157.0,2,2,0,0,0,3
9880-6104,64.0,100.0,2,1,0,0,0,1
9880-9102,76.5,242.0,2,1,0,0,0,3
9881-9101,252.0,216.0,2,2,0,0,0,3
9882-1901,227.0,350.5,2,2,0,0,0,1
9882-1902,283.5,183.0,2,2,0,0,0,1
9883-3702,255.0,128.5,2,1,0,0,0,2
9883-3703,113.5,117.5,2,1,0,0,0,3
9883-6101,37.0,187.0,2,1,0,0,0,3
9883-6103,284.5,195.5,2,2,0,0,0,1
9883-6104,57.0,271.0,2,2,0,0,0,1
9885-1902,52.0,37.0,2,2,0,0,0,1
9885-3701,154.0,321.0,2,1,0,0,0,1
9885-6102,153.0,187.5,2,0,0,0,0,1
9886-6101,27.5,31.5,2,2,0,0,0,1
9887-6102,280.5,8.5,2,1,0,0,0,1
9888-1901,145.0,43.0,2,1,0,0,0,2
9888-3704,82.0,116.0,2,1,0,0,0,1
9888-6101,201.0,162.0,2,1,0,0,0,1
9888-6103,46.5,210.5,2,1,0,0,0,3
9889-3701,9.5,93.5,2,1,0,0,0,1
9889-3703,145.0,119.5,2,1,0,0,0,3
9889-9101,304.5,347.5,2,2,0,0,0,1
9889-9102,77.0,317.5,2,1,0,0,0,2
9890-3702,18.5,43.0,2,2,0,0,0,1
9890-3703,268.5,253.0,2,2,0,0,0,1
9890-3704,64.0,84.5,2,2,0,0,0,3
9890-6103,119.0,24.5,2,1,0,0,0,2
9890-6104,174.0,92.0,2,2,0,0,0,1
9891-3704,35.5,1.0,2,2,0,0,0,3
9891-6103,306.0,207.0,2,1,0,0,0,1
9891-6104,213.5,217.5,2,1,0,0,0,2
9891-9102,165.5,14.0,2,2,0,0,0,2
9892-1901,357.0,336.0,2,1,0,0,0,1
9892-6101,17.0,220.0,2,0,0,0,0,0
9893-1902,149.5,190.0,2,1,0,0,0,2
9893-6101,55.0,231.5,2,2,0,0,0,1
9894-1901,80.5,46.5,2,2,0,0,0,3
